question_id,axis,opponent,rubric_oe_mean,rubric_opp_mean,rubric_margin,rubric_winner,rubric_n_judges_oe,rubric_n_judges_opp,rubric_n_judges_common,rubric_judge_diff_sd,pw_llm_margin,pw_llm_winner,pw_llm_net,pw_llm_n_judges,pw_llm_agreement,pw_human_margin,pw_human_winner,pw_human_net,pw_human_n_ratings,instrument_flip_llm,instrument_flip_vs_human,excluded_reason
002a4c98-2f31-4de0-8820-fb48ae471712,accuracy,gpt-5.5,3.5,4.0,-0.5,gpt-5.5,4,4,4,0.5,-0.75,gpt-5.5,-3,4,0.75,0.0,tie,0,1,False,False,
002a4c98-2f31-4de0-8820-fb48ae471712,clinical_utility,gpt-5.5,3.5,4.0,-0.5,gpt-5.5,4,4,4,0.5,0.0,tie,0,4,0.5,1.0,openevidence,1,1,False,True,
002a4c98-2f31-4de0-8820-fb48ae471712,completeness,gpt-5.5,3.75,4.0,-0.25,gpt-5.5,4,4,4,0.433,0.25,openevidence,1,4,0.5,1.0,openevidence,1,1,True,True,
002a4c98-2f31-4de0-8820-fb48ae471712,source_quality,gpt-5.5,3.0,3.25,-0.25,gpt-5.5,4,4,4,0.8292,0.25,openevidence,1,4,0.5,1.0,openevidence,1,1,True,True,
002a4c98-2f31-4de0-8820-fb48ae471712,verifiability,gpt-5.5,3.0,3.25,-0.25,gpt-5.5,4,4,4,0.433,0.75,openevidence,3,4,0.75,1.0,openevidence,1,1,True,True,
00368a91-5f7f-4361-84bc-15701d6053bb,accuracy,claude-opus-4-8,,,,,0,0,0,,,,,0,,0.5,openevidence,1,2,False,False,no_rubric;no_llm_pairwise
00368a91-5f7f-4361-84bc-15701d6053bb,clinical_utility,claude-opus-4-8,,,,,0,0,0,,,,,0,,1.0,openevidence,2,2,False,False,no_rubric;no_llm_pairwise
00368a91-5f7f-4361-84bc-15701d6053bb,completeness,claude-opus-4-8,,,,,0,0,0,,,,,0,,1.0,openevidence,2,2,False,False,no_rubric;no_llm_pairwise
00368a91-5f7f-4361-84bc-15701d6053bb,source_quality,claude-opus-4-8,,,,,0,0,0,,,,,0,,1.0,openevidence,2,2,False,False,no_rubric;no_llm_pairwise
00368a91-5f7f-4361-84bc-15701d6053bb,verifiability,claude-opus-4-8,,,,,0,0,0,,,,,0,,0.5,openevidence,1,2,False,False,no_rubric;no_llm_pairwise
00368a91-5f7f-4361-84bc-15701d6053bb,accuracy,gemini-3.1-pro,,,,,0,0,0,,,,,0,,1.0,openevidence,1,1,False,False,no_rubric;no_llm_pairwise
00368a91-5f7f-4361-84bc-15701d6053bb,clinical_utility,gemini-3.1-pro,,,,,0,0,0,,,,,0,,1.0,openevidence,1,1,False,False,no_rubric;no_llm_pairwise
00368a91-5f7f-4361-84bc-15701d6053bb,completeness,gemini-3.1-pro,,,,,0,0,0,,,,,0,,1.0,openevidence,1,1,False,False,no_rubric;no_llm_pairwise
00368a91-5f7f-4361-84bc-15701d6053bb,source_quality,gemini-3.1-pro,,,,,0,0,0,,,,,0,,1.0,openevidence,1,1,False,False,no_rubric;no_llm_pairwise
00368a91-5f7f-4361-84bc-15701d6053bb,verifiability,gemini-3.1-pro,,,,,0,0,0,,,,,0,,1.0,openevidence,1,1,False,False,no_rubric;no_llm_pairwise
0049403c-14f3-42c6-a458-c3e8c23ff06b,accuracy,gemini-3.1-pro,,,,,0,0,0,,,,,0,,-1.0,gemini-3.1-pro,-1,1,False,False,no_rubric;no_llm_pairwise
0049403c-14f3-42c6-a458-c3e8c23ff06b,clinical_utility,gemini-3.1-pro,,,,,0,0,0,,,,,0,,-1.0,gemini-3.1-pro,-1,1,False,False,no_rubric;no_llm_pairwise
0049403c-14f3-42c6-a458-c3e8c23ff06b,completeness,gemini-3.1-pro,,,,,0,0,0,,,,,0,,-1.0,gemini-3.1-pro,-1,1,False,False,no_rubric;no_llm_pairwise
0049403c-14f3-42c6-a458-c3e8c23ff06b,source_quality,gemini-3.1-pro,,,,,0,0,0,,,,,0,,-1.0,gemini-3.1-pro,-1,1,False,False,no_rubric;no_llm_pairwise
0049403c-14f3-42c6-a458-c3e8c23ff06b,verifiability,gemini-3.1-pro,,,,,0,0,0,,,,,0,,-1.0,gemini-3.1-pro,-1,1,False,False,no_rubric;no_llm_pairwise
0049403c-14f3-42c6-a458-c3e8c23ff06b,accuracy,gpt-5.5,,,,,0,0,0,,,,,0,,1.0,openevidence,1,1,False,False,no_rubric;no_llm_pairwise
0049403c-14f3-42c6-a458-c3e8c23ff06b,clinical_utility,gpt-5.5,,,,,0,0,0,,,,,0,,1.0,openevidence,1,1,False,False,no_rubric;no_llm_pairwise
0049403c-14f3-42c6-a458-c3e8c23ff06b,completeness,gpt-5.5,,,,,0,0,0,,,,,0,,1.0,openevidence,1,1,False,False,no_rubric;no_llm_pairwise
0049403c-14f3-42c6-a458-c3e8c23ff06b,source_quality,gpt-5.5,,,,,0,0,0,,,,,0,,1.0,openevidence,1,1,False,False,no_rubric;no_llm_pairwise
0049403c-14f3-42c6-a458-c3e8c23ff06b,verifiability,gpt-5.5,,,,,0,0,0,,,,,0,,0.0,tie,0,1,False,False,no_rubric;no_llm_pairwise
007e7c6b-4553-4eef-a6f8-c8577fa35243,accuracy,claude-opus-4-8,,,,,0,0,0,,,,,0,,1.0,openevidence,1,1,False,False,no_rubric;no_llm_pairwise
007e7c6b-4553-4eef-a6f8-c8577fa35243,clinical_utility,claude-opus-4-8,,,,,0,0,0,,,,,0,,1.0,openevidence,1,1,False,False,no_rubric;no_llm_pairwise
007e7c6b-4553-4eef-a6f8-c8577fa35243,completeness,claude-opus-4-8,,,,,0,0,0,,,,,0,,1.0,openevidence,1,1,False,False,no_rubric;no_llm_pairwise
007e7c6b-4553-4eef-a6f8-c8577fa35243,source_quality,claude-opus-4-8,,,,,0,0,0,,,,,0,,1.0,openevidence,1,1,False,False,no_rubric;no_llm_pairwise
007e7c6b-4553-4eef-a6f8-c8577fa35243,verifiability,claude-opus-4-8,,,,,0,0,0,,,,,0,,1.0,openevidence,1,1,False,False,no_rubric;no_llm_pairwise
007e7c6b-4553-4eef-a6f8-c8577fa35243,accuracy,gemini-3.1-pro,,,,,0,0,0,,,,,0,,0.0,tie,0,1,False,False,no_rubric;no_llm_pairwise
007e7c6b-4553-4eef-a6f8-c8577fa35243,clinical_utility,gemini-3.1-pro,,,,,0,0,0,,,,,0,,1.0,openevidence,1,1,False,False,no_rubric;no_llm_pairwise
007e7c6b-4553-4eef-a6f8-c8577fa35243,completeness,gemini-3.1-pro,,,,,0,0,0,,,,,0,,1.0,openevidence,1,1,False,False,no_rubric;no_llm_pairwise
007e7c6b-4553-4eef-a6f8-c8577fa35243,source_quality,gemini-3.1-pro,,,,,0,0,0,,,,,0,,0.0,tie,0,1,False,False,no_rubric;no_llm_pairwise
007e7c6b-4553-4eef-a6f8-c8577fa35243,verifiability,gemini-3.1-pro,,,,,0,0,0,,,,,0,,1.0,openevidence,1,1,False,False,no_rubric;no_llm_pairwise
00bf2180-f8e4-49b3-974b-7af8a4a3b34b,accuracy,claude-opus-4-8,3.75,3.25,0.5,openevidence,4,4,4,0.5,-0.5,claude-opus-4-8,-2,4,0.5,,,,0,True,False,no_human_pairwise
00bf2180-f8e4-49b3-974b-7af8a4a3b34b,clinical_utility,claude-opus-4-8,4.0,3.75,0.25,openevidence,4,4,4,0.433,0.5,openevidence,2,4,0.75,,,,0,False,False,no_human_pairwise
00bf2180-f8e4-49b3-974b-7af8a4a3b34b,completeness,claude-opus-4-8,3.75,3.5,0.25,openevidence,4,4,4,0.433,0.0,tie,0,4,0.5,,,,0,False,False,no_human_pairwise
00bf2180-f8e4-49b3-974b-7af8a4a3b34b,source_quality,claude-opus-4-8,2.75,2.75,0.0,tie,4,4,4,0.0,-0.25,claude-opus-4-8,-1,4,0.75,,,,0,False,False,no_human_pairwise
00bf2180-f8e4-49b3-974b-7af8a4a3b34b,verifiability,claude-opus-4-8,2.75,2.75,0.0,tie,4,4,4,0.0,-0.25,claude-opus-4-8,-1,4,0.75,,,,0,False,False,no_human_pairwise
00bf2180-f8e4-49b3-974b-7af8a4a3b34b,accuracy,gemini-3.1-pro,3.75,3.75,0.0,tie,4,4,4,0.0,0.5,openevidence,2,4,0.75,,,,0,False,False,no_human_pairwise
00bf2180-f8e4-49b3-974b-7af8a4a3b34b,clinical_utility,gemini-3.1-pro,4.0,3.75,0.25,openevidence,4,4,4,0.433,0.0,tie,0,4,0.5,,,,0,False,False,no_human_pairwise
00bf2180-f8e4-49b3-974b-7af8a4a3b34b,completeness,gemini-3.1-pro,3.75,4.0,-0.25,gemini-3.1-pro,4,4,4,0.433,0.0,tie,0,4,1.0,,,,0,False,False,no_human_pairwise
00bf2180-f8e4-49b3-974b-7af8a4a3b34b,source_quality,gemini-3.1-pro,2.75,3.25,-0.5,gemini-3.1-pro,4,4,4,0.5,0.75,openevidence,3,4,0.75,,,,0,True,False,no_human_pairwise
00bf2180-f8e4-49b3-974b-7af8a4a3b34b,verifiability,gemini-3.1-pro,2.75,3.25,-0.5,gemini-3.1-pro,4,4,4,0.5,0.25,openevidence,1,4,0.5,,,,0,True,False,no_human_pairwise
00bf2180-f8e4-49b3-974b-7af8a4a3b34b,accuracy,gpt-5.5,3.75,4.0,-0.25,gpt-5.5,4,4,4,0.433,0.25,openevidence,1,4,0.5,,,,0,True,False,no_human_pairwise
00bf2180-f8e4-49b3-974b-7af8a4a3b34b,clinical_utility,gpt-5.5,4.0,4.0,0.0,tie,4,4,4,0.0,0.5,openevidence,2,4,0.75,,,,0,False,False,no_human_pairwise
00bf2180-f8e4-49b3-974b-7af8a4a3b34b,completeness,gpt-5.5,3.75,4.0,-0.25,gpt-5.5,4,4,4,0.433,0.5,openevidence,2,4,0.75,,,,0,True,False,no_human_pairwise
00bf2180-f8e4-49b3-974b-7af8a4a3b34b,source_quality,gpt-5.5,2.75,2.75,0.0,tie,4,4,4,0.7071,0.25,openevidence,1,4,0.5,,,,0,False,False,no_human_pairwise
00bf2180-f8e4-49b3-974b-7af8a4a3b34b,verifiability,gpt-5.5,2.75,3.0,-0.25,gpt-5.5,4,4,4,0.433,-0.25,gpt-5.5,-1,4,0.5,,,,0,False,False,no_human_pairwise
01517059-bf80-45cb-ad1a-f2412371b2f0,accuracy,claude-opus-4-8,,,,,0,0,0,,,,,0,,1.0,openevidence,1,1,False,False,no_rubric;no_llm_pairwise
01517059-bf80-45cb-ad1a-f2412371b2f0,clinical_utility,claude-opus-4-8,,,,,0,0,0,,,,,0,,1.0,openevidence,1,1,False,False,no_rubric;no_llm_pairwise
01517059-bf80-45cb-ad1a-f2412371b2f0,completeness,claude-opus-4-8,,,,,0,0,0,,,,,0,,1.0,openevidence,1,1,False,False,no_rubric;no_llm_pairwise
01517059-bf80-45cb-ad1a-f2412371b2f0,source_quality,claude-opus-4-8,,,,,0,0,0,,,,,0,,1.0,openevidence,1,1,False,False,no_rubric;no_llm_pairwise
01517059-bf80-45cb-ad1a-f2412371b2f0,verifiability,claude-opus-4-8,,,,,0,0,0,,,,,0,,1.0,openevidence,1,1,False,False,no_rubric;no_llm_pairwise
01517059-bf80-45cb-ad1a-f2412371b2f0,accuracy,gemini-3.1-pro,,,,,0,0,0,,,,,0,,1.0,openevidence,1,1,False,False,no_rubric;no_llm_pairwise
01517059-bf80-45cb-ad1a-f2412371b2f0,clinical_utility,gemini-3.1-pro,,,,,0,0,0,,,,,0,,1.0,openevidence,1,1,False,False,no_rubric;no_llm_pairwise
01517059-bf80-45cb-ad1a-f2412371b2f0,completeness,gemini-3.1-pro,,,,,0,0,0,,,,,0,,1.0,openevidence,1,1,False,False,no_rubric;no_llm_pairwise
01517059-bf80-45cb-ad1a-f2412371b2f0,source_quality,gemini-3.1-pro,,,,,0,0,0,,,,,0,,1.0,openevidence,1,1,False,False,no_rubric;no_llm_pairwise
01517059-bf80-45cb-ad1a-f2412371b2f0,verifiability,gemini-3.1-pro,,,,,0,0,0,,,,,0,,0.0,tie,0,1,False,False,no_rubric;no_llm_pairwise
01c8fd1c-cb80-4e27-b5ed-05cc09226f8f,accuracy,claude-opus-4-8,,,,,0,0,0,,,,,0,,0.0,tie,0,1,False,False,no_rubric;no_llm_pairwise
01c8fd1c-cb80-4e27-b5ed-05cc09226f8f,clinical_utility,claude-opus-4-8,,,,,0,0,0,,,,,0,,-1.0,claude-opus-4-8,-1,1,False,False,no_rubric;no_llm_pairwise
01c8fd1c-cb80-4e27-b5ed-05cc09226f8f,completeness,claude-opus-4-8,,,,,0,0,0,,,,,0,,-1.0,claude-opus-4-8,-1,1,False,False,no_rubric;no_llm_pairwise
01c8fd1c-cb80-4e27-b5ed-05cc09226f8f,source_quality,claude-opus-4-8,,,,,0,0,0,,,,,0,,0.0,tie,0,1,False,False,no_rubric;no_llm_pairwise
01c8fd1c-cb80-4e27-b5ed-05cc09226f8f,verifiability,claude-opus-4-8,,,,,0,0,0,,,,,0,,-1.0,claude-opus-4-8,-1,1,False,False,no_rubric;no_llm_pairwise
01c8fd1c-cb80-4e27-b5ed-05cc09226f8f,accuracy,gemini-3.1-pro,,,,,0,0,0,,,,,0,,0.3333,openevidence,1,3,False,False,no_rubric;no_llm_pairwise
01c8fd1c-cb80-4e27-b5ed-05cc09226f8f,clinical_utility,gemini-3.1-pro,,,,,0,0,0,,,,,0,,1.0,openevidence,3,3,False,False,no_rubric;no_llm_pairwise
01c8fd1c-cb80-4e27-b5ed-05cc09226f8f,completeness,gemini-3.1-pro,,,,,0,0,0,,,,,0,,0.3333,openevidence,1,3,False,False,no_rubric;no_llm_pairwise
01c8fd1c-cb80-4e27-b5ed-05cc09226f8f,source_quality,gemini-3.1-pro,,,,,0,0,0,,,,,0,,0.6667,openevidence,2,3,False,False,no_rubric;no_llm_pairwise
01c8fd1c-cb80-4e27-b5ed-05cc09226f8f,verifiability,gemini-3.1-pro,,,,,0,0,0,,,,,0,,0.3333,openevidence,1,3,False,False,no_rubric;no_llm_pairwise
01c8fd1c-cb80-4e27-b5ed-05cc09226f8f,accuracy,gpt-5.5,,,,,0,0,0,,,,,0,,0.0,tie,0,1,False,False,no_rubric;no_llm_pairwise
01c8fd1c-cb80-4e27-b5ed-05cc09226f8f,clinical_utility,gpt-5.5,,,,,0,0,0,,,,,0,,-1.0,gpt-5.5,-1,1,False,False,no_rubric;no_llm_pairwise
01c8fd1c-cb80-4e27-b5ed-05cc09226f8f,completeness,gpt-5.5,,,,,0,0,0,,,,,0,,0.0,tie,0,1,False,False,no_rubric;no_llm_pairwise
01c8fd1c-cb80-4e27-b5ed-05cc09226f8f,source_quality,gpt-5.5,,,,,0,0,0,,,,,0,,0.0,tie,0,1,False,False,no_rubric;no_llm_pairwise
01c8fd1c-cb80-4e27-b5ed-05cc09226f8f,verifiability,gpt-5.5,,,,,0,0,0,,,,,0,,0.0,tie,0,1,False,False,no_rubric;no_llm_pairwise
01e93f69-7e48-4698-9ee5-226fd3943e55,accuracy,claude-opus-4-8,,,,,0,0,0,,,,,0,,0.0,tie,0,3,False,False,no_rubric;no_llm_pairwise
01e93f69-7e48-4698-9ee5-226fd3943e55,clinical_utility,claude-opus-4-8,,,,,0,0,0,,,,,0,,0.6667,openevidence,2,3,False,False,no_rubric;no_llm_pairwise
01e93f69-7e48-4698-9ee5-226fd3943e55,completeness,claude-opus-4-8,,,,,0,0,0,,,,,0,,1.0,openevidence,3,3,False,False,no_rubric;no_llm_pairwise
01e93f69-7e48-4698-9ee5-226fd3943e55,source_quality,claude-opus-4-8,,,,,0,0,0,,,,,0,,1.0,openevidence,3,3,False,False,no_rubric;no_llm_pairwise
01e93f69-7e48-4698-9ee5-226fd3943e55,verifiability,claude-opus-4-8,,,,,0,0,0,,,,,0,,0.3333,openevidence,1,3,False,False,no_rubric;no_llm_pairwise
01e93f69-7e48-4698-9ee5-226fd3943e55,accuracy,gpt-5.5,,,,,0,0,0,,,,,0,,0.0,tie,0,1,False,False,no_rubric;no_llm_pairwise
01e93f69-7e48-4698-9ee5-226fd3943e55,clinical_utility,gpt-5.5,,,,,0,0,0,,,,,0,,-1.0,gpt-5.5,-1,1,False,False,no_rubric;no_llm_pairwise
01e93f69-7e48-4698-9ee5-226fd3943e55,completeness,gpt-5.5,,,,,0,0,0,,,,,0,,1.0,openevidence,1,1,False,False,no_rubric;no_llm_pairwise
01e93f69-7e48-4698-9ee5-226fd3943e55,source_quality,gpt-5.5,,,,,0,0,0,,,,,0,,1.0,openevidence,1,1,False,False,no_rubric;no_llm_pairwise
01e93f69-7e48-4698-9ee5-226fd3943e55,verifiability,gpt-5.5,,,,,0,0,0,,,,,0,,0.0,tie,0,1,False,False,no_rubric;no_llm_pairwise
021d4e21-9f26-43d3-a047-d92d41a4b923,accuracy,claude-opus-4-8,,,,,0,0,0,,,,,0,,0.0,tie,0,1,False,False,no_rubric;no_llm_pairwise
021d4e21-9f26-43d3-a047-d92d41a4b923,clinical_utility,claude-opus-4-8,,,,,0,0,0,,,,,0,,1.0,openevidence,1,1,False,False,no_rubric;no_llm_pairwise
021d4e21-9f26-43d3-a047-d92d41a4b923,completeness,claude-opus-4-8,,,,,0,0,0,,,,,0,,1.0,openevidence,1,1,False,False,no_rubric;no_llm_pairwise
021d4e21-9f26-43d3-a047-d92d41a4b923,source_quality,claude-opus-4-8,,,,,0,0,0,,,,,0,,0.0,tie,0,1,False,False,no_rubric;no_llm_pairwise
021d4e21-9f26-43d3-a047-d92d41a4b923,verifiability,claude-opus-4-8,,,,,0,0,0,,,,,0,,1.0,openevidence,1,1,False,False,no_rubric;no_llm_pairwise
021d4e21-9f26-43d3-a047-d92d41a4b923,accuracy,gemini-3.1-pro,,,,,0,0,0,,,,,0,,1.0,openevidence,1,1,False,False,no_rubric;no_llm_pairwise
021d4e21-9f26-43d3-a047-d92d41a4b923,clinical_utility,gemini-3.1-pro,,,,,0,0,0,,,,,0,,1.0,openevidence,1,1,False,False,no_rubric;no_llm_pairwise
021d4e21-9f26-43d3-a047-d92d41a4b923,completeness,gemini-3.1-pro,,,,,0,0,0,,,,,0,,1.0,openevidence,1,1,False,False,no_rubric;no_llm_pairwise
021d4e21-9f26-43d3-a047-d92d41a4b923,source_quality,gemini-3.1-pro,,,,,0,0,0,,,,,0,,1.0,openevidence,1,1,False,False,no_rubric;no_llm_pairwise
021d4e21-9f26-43d3-a047-d92d41a4b923,verifiability,gemini-3.1-pro,,,,,0,0,0,,,,,0,,0.0,tie,0,1,False,False,no_rubric;no_llm_pairwise
02b9afae-f5de-4175-80e5-9aa12067ec24,accuracy,gemini-3.1-pro,,,,,0,0,0,,,,,0,,-1.0,gemini-3.1-pro,-1,1,False,False,no_rubric;no_llm_pairwise
02b9afae-f5de-4175-80e5-9aa12067ec24,clinical_utility,gemini-3.1-pro,,,,,0,0,0,,,,,0,,-1.0,gemini-3.1-pro,-1,1,False,False,no_rubric;no_llm_pairwise
02b9afae-f5de-4175-80e5-9aa12067ec24,completeness,gemini-3.1-pro,,,,,0,0,0,,,,,0,,-1.0,gemini-3.1-pro,-1,1,False,False,no_rubric;no_llm_pairwise
02b9afae-f5de-4175-80e5-9aa12067ec24,source_quality,gemini-3.1-pro,,,,,0,0,0,,,,,0,,-1.0,gemini-3.1-pro,-1,1,False,False,no_rubric;no_llm_pairwise
02b9afae-f5de-4175-80e5-9aa12067ec24,verifiability,gemini-3.1-pro,,,,,0,0,0,,,,,0,,-1.0,gemini-3.1-pro,-1,1,False,False,no_rubric;no_llm_pairwise
02ed4935-d2b9-42e8-a4f1-3147236c1a69,accuracy,claude-opus-4-8,,,,,0,0,0,,,,,0,,0.0,tie,0,1,False,False,no_rubric;no_llm_pairwise
02ed4935-d2b9-42e8-a4f1-3147236c1a69,clinical_utility,claude-opus-4-8,,,,,0,0,0,,,,,0,,0.0,tie,0,1,False,False,no_rubric;no_llm_pairwise
02ed4935-d2b9-42e8-a4f1-3147236c1a69,completeness,claude-opus-4-8,,,,,0,0,0,,,,,0,,-1.0,claude-opus-4-8,-1,1,False,False,no_rubric;no_llm_pairwise
02ed4935-d2b9-42e8-a4f1-3147236c1a69,source_quality,claude-opus-4-8,,,,,0,0,0,,,,,0,,0.0,tie,0,1,False,False,no_rubric;no_llm_pairwise
02ed4935-d2b9-42e8-a4f1-3147236c1a69,verifiability,claude-opus-4-8,,,,,0,0,0,,,,,0,,-1.0,claude-opus-4-8,-1,1,False,False,no_rubric;no_llm_pairwise
02ed4935-d2b9-42e8-a4f1-3147236c1a69,accuracy,gemini-3.1-pro,,,,,0,0,0,,,,,0,,0.0,tie,0,1,False,False,no_rubric;no_llm_pairwise
02ed4935-d2b9-42e8-a4f1-3147236c1a69,clinical_utility,gemini-3.1-pro,,,,,0,0,0,,,,,0,,-1.0,gemini-3.1-pro,-1,1,False,False,no_rubric;no_llm_pairwise
02ed4935-d2b9-42e8-a4f1-3147236c1a69,completeness,gemini-3.1-pro,,,,,0,0,0,,,,,0,,0.0,tie,0,1,False,False,no_rubric;no_llm_pairwise
02ed4935-d2b9-42e8-a4f1-3147236c1a69,source_quality,gemini-3.1-pro,,,,,0,0,0,,,,,0,,0.0,tie,0,1,False,False,no_rubric;no_llm_pairwise
02ed4935-d2b9-42e8-a4f1-3147236c1a69,verifiability,gemini-3.1-pro,,,,,0,0,0,,,,,0,,0.0,tie,0,1,False,False,no_rubric;no_llm_pairwise
02ed4935-d2b9-42e8-a4f1-3147236c1a69,accuracy,gpt-5.5,,,,,0,0,0,,,,,0,,1.0,openevidence,1,1,False,False,no_rubric;no_llm_pairwise
02ed4935-d2b9-42e8-a4f1-3147236c1a69,clinical_utility,gpt-5.5,,,,,0,0,0,,,,,0,,1.0,openevidence,1,1,False,False,no_rubric;no_llm_pairwise
02ed4935-d2b9-42e8-a4f1-3147236c1a69,completeness,gpt-5.5,,,,,0,0,0,,,,,0,,1.0,openevidence,1,1,False,False,no_rubric;no_llm_pairwise
02ed4935-d2b9-42e8-a4f1-3147236c1a69,source_quality,gpt-5.5,,,,,0,0,0,,,,,0,,0.0,tie,0,1,False,False,no_rubric;no_llm_pairwise
02ed4935-d2b9-42e8-a4f1-3147236c1a69,verifiability,gpt-5.5,,,,,0,0,0,,,,,0,,0.0,tie,0,1,False,False,no_rubric;no_llm_pairwise
03fc11c4-e95e-459b-8ca0-50417c00e74d,accuracy,claude-opus-4-8,,,,,0,0,0,,,,,0,,0.0,tie,0,1,False,False,no_rubric;no_llm_pairwise
03fc11c4-e95e-459b-8ca0-50417c00e74d,clinical_utility,claude-opus-4-8,,,,,0,0,0,,,,,0,,1.0,openevidence,1,1,False,False,no_rubric;no_llm_pairwise
03fc11c4-e95e-459b-8ca0-50417c00e74d,completeness,claude-opus-4-8,,,,,0,0,0,,,,,0,,0.0,tie,0,1,False,False,no_rubric;no_llm_pairwise
03fc11c4-e95e-459b-8ca0-50417c00e74d,source_quality,claude-opus-4-8,,,,,0,0,0,,,,,0,,0.0,tie,0,1,False,False,no_rubric;no_llm_pairwise
03fc11c4-e95e-459b-8ca0-50417c00e74d,verifiability,claude-opus-4-8,,,,,0,0,0,,,,,0,,0.0,tie,0,1,False,False,no_rubric;no_llm_pairwise
03fc11c4-e95e-459b-8ca0-50417c00e74d,accuracy,gpt-5.5,,,,,0,0,0,,,,,0,,1.0,openevidence,1,1,False,False,no_rubric;no_llm_pairwise
03fc11c4-e95e-459b-8ca0-50417c00e74d,clinical_utility,gpt-5.5,,,,,0,0,0,,,,,0,,1.0,openevidence,1,1,False,False,no_rubric;no_llm_pairwise
03fc11c4-e95e-459b-8ca0-50417c00e74d,completeness,gpt-5.5,,,,,0,0,0,,,,,0,,1.0,openevidence,1,1,False,False,no_rubric;no_llm_pairwise
03fc11c4-e95e-459b-8ca0-50417c00e74d,source_quality,gpt-5.5,,,,,0,0,0,,,,,0,,1.0,openevidence,1,1,False,False,no_rubric;no_llm_pairwise
03fc11c4-e95e-459b-8ca0-50417c00e74d,verifiability,gpt-5.5,,,,,0,0,0,,,,,0,,1.0,openevidence,1,1,False,False,no_rubric;no_llm_pairwise
0428b0cd-79e4-4d3c-af65-229e461c9417,accuracy,claude-opus-4-8,,,,,0,0,0,,,,,0,,1.0,openevidence,1,1,False,False,no_rubric;no_llm_pairwise
0428b0cd-79e4-4d3c-af65-229e461c9417,clinical_utility,claude-opus-4-8,,,,,0,0,0,,,,,0,,1.0,openevidence,1,1,False,False,no_rubric;no_llm_pairwise
0428b0cd-79e4-4d3c-af65-229e461c9417,completeness,claude-opus-4-8,,,,,0,0,0,,,,,0,,1.0,openevidence,1,1,False,False,no_rubric;no_llm_pairwise
0428b0cd-79e4-4d3c-af65-229e461c9417,source_quality,claude-opus-4-8,,,,,0,0,0,,,,,0,,1.0,openevidence,1,1,False,False,no_rubric;no_llm_pairwise
0428b0cd-79e4-4d3c-af65-229e461c9417,verifiability,claude-opus-4-8,,,,,0,0,0,,,,,0,,1.0,openevidence,1,1,False,False,no_rubric;no_llm_pairwise
0428b0cd-79e4-4d3c-af65-229e461c9417,accuracy,gpt-5.5,,,,,0,0,0,,,,,0,,0.0,tie,0,1,False,False,no_rubric;no_llm_pairwise
0428b0cd-79e4-4d3c-af65-229e461c9417,clinical_utility,gpt-5.5,,,,,0,0,0,,,,,0,,1.0,openevidence,1,1,False,False,no_rubric;no_llm_pairwise
