question_id,provider,char_len,has_citation
2bb555d5-1921-4350-8007-38b18e9cddc6,gemini-3.1-pro,3766,0
2bb555d5-1921-4350-8007-38b18e9cddc6,gpt-5.5,2182,0
2bb555d5-1921-4350-8007-38b18e9cddc6,openevidence,4818,1
2c127941-6e21-4787-bc5b-db7fe9c1f2d6,claude-opus-4-8,3040,0
2c127941-6e21-4787-bc5b-db7fe9c1f2d6,gemini-3.1-pro,3071,0
2c127941-6e21-4787-bc5b-db7fe9c1f2d6,gpt-5.5,1380,0
2c127941-6e21-4787-bc5b-db7fe9c1f2d6,openevidence,4044,1
2ce16c46-3376-4ebe-bac2-b5a679746fb1,claude-opus-4-8,7515,0
2ce16c46-3376-4ebe-bac2-b5a679746fb1,gemini-3.1-pro,5441,0
2ce16c46-3376-4ebe-bac2-b5a679746fb1,gpt-5.5,3667,0
2ce16c46-3376-4ebe-bac2-b5a679746fb1,openevidence,5930,0
2cef781c-7e47-4355-ba0e-c22ccea92066,claude-opus-4-8,3709,0
2cef781c-7e47-4355-ba0e-c22ccea92066,gemini-3.1-pro,3065,0
2cef781c-7e47-4355-ba0e-c22ccea92066,gpt-5.5,1877,0
2cef781c-7e47-4355-ba0e-c22ccea92066,openevidence,4171,0
2e304e8c-8809-4df8-bf86-521a6a87dba1,claude-opus-4-8,3237,0
2e304e8c-8809-4df8-bf86-521a6a87dba1,gemini-3.1-pro,3455,0
2e304e8c-8809-4df8-bf86-521a6a87dba1,gpt-5.5,1795,0
2e304e8c-8809-4df8-bf86-521a6a87dba1,openevidence,2516,0
2fc2559e-8a56-48ea-9b36-83a9a20ddcb1,claude-opus-4-8,3804,0
2fc2559e-8a56-48ea-9b36-83a9a20ddcb1,gemini-3.1-pro,3951,0
2fc2559e-8a56-48ea-9b36-83a9a20ddcb1,gpt-5.5,2403,0
2fc2559e-8a56-48ea-9b36-83a9a20ddcb1,openevidence,2970,0
3364023e-cd0f-4975-a1f5-048f9eb2654f,claude-opus-4-8,5516,0
3364023e-cd0f-4975-a1f5-048f9eb2654f,gemini-3.1-pro,2594,0
3364023e-cd0f-4975-a1f5-048f9eb2654f,gpt-5.5,2323,0
3364023e-cd0f-4975-a1f5-048f9eb2654f,openevidence,3246,0
34d58159-a7be-4979-85be-99e135f9b4f9,claude-opus-4-8,2178,0
34d58159-a7be-4979-85be-99e135f9b4f9,gemini-3.1-pro,1594,0
34d58159-a7be-4979-85be-99e135f9b4f9,gpt-5.5,526,0
34d58159-a7be-4979-85be-99e135f9b4f9,openevidence,2206,0
36009db6-fa13-4300-8ec3-cfb1c3be5ecd,claude-opus-4-8,2606,0
36009db6-fa13-4300-8ec3-cfb1c3be5ecd,gemini-3.1-pro,3672,0
36009db6-fa13-4300-8ec3-cfb1c3be5ecd,gpt-5.5,2370,0
36009db6-fa13-4300-8ec3-cfb1c3be5ecd,openevidence,3338,0
36c7845a-ed31-49c3-8ec6-a338818db4d9,claude-opus-4-8,5230,0
36c7845a-ed31-49c3-8ec6-a338818db4d9,gemini-3.1-pro,4011,0
36c7845a-ed31-49c3-8ec6-a338818db4d9,gpt-5.5,2576,0
36c7845a-ed31-49c3-8ec6-a338818db4d9,openevidence,3696,0
39ebbd5a-2034-40fb-89ed-31ea0df9d132,claude-opus-4-8,3439,0
39ebbd5a-2034-40fb-89ed-31ea0df9d132,gemini-3.1-pro,2848,0
39ebbd5a-2034-40fb-89ed-31ea0df9d132,gpt-5.5,1444,0
39ebbd5a-2034-40fb-89ed-31ea0df9d132,openevidence,3509,1
3ca513b6-dede-4c0a-be2b-8d190ea4a639,claude-opus-4-8,2993,0
3ca513b6-dede-4c0a-be2b-8d190ea4a639,gemini-3.1-pro,3502,0
3ca513b6-dede-4c0a-be2b-8d190ea4a639,gpt-5.5,2737,0
3ca513b6-dede-4c0a-be2b-8d190ea4a639,openevidence,2790,1
3f9081c4-cb6c-4ee7-a3f1-002cc1277450,claude-opus-4-8,4080,0
3f9081c4-cb6c-4ee7-a3f1-002cc1277450,gemini-3.1-pro,3178,0
3f9081c4-cb6c-4ee7-a3f1-002cc1277450,gpt-5.5,2002,0
3f9081c4-cb6c-4ee7-a3f1-002cc1277450,openevidence,3302,0
41b1cbcd-4a7e-4d54-bb06-7b6cb6a7ec65,claude-opus-4-8,3858,0
41b1cbcd-4a7e-4d54-bb06-7b6cb6a7ec65,gemini-3.1-pro,3952,0
41b1cbcd-4a7e-4d54-bb06-7b6cb6a7ec65,gpt-5.5,3195,0
41b1cbcd-4a7e-4d54-bb06-7b6cb6a7ec65,openevidence,4766,1
4458569d-0a11-4196-9350-dc1de4e27565,claude-opus-4-8,2528,0
4458569d-0a11-4196-9350-dc1de4e27565,gemini-3.1-pro,3915,0
4458569d-0a11-4196-9350-dc1de4e27565,gpt-5.5,2468,0
4458569d-0a11-4196-9350-dc1de4e27565,openevidence,3594,0
4538103f-6bda-4be4-8e38-ee72351a88d4,claude-opus-4-8,6753,0
4538103f-6bda-4be4-8e38-ee72351a88d4,gemini-3.1-pro,4090,0
4538103f-6bda-4be4-8e38-ee72351a88d4,gpt-5.5,2803,0
4538103f-6bda-4be4-8e38-ee72351a88d4,openevidence,3579,0
45b205af-f8ef-4b71-97a6-683ffc049b39,claude-opus-4-8,5395,0
45b205af-f8ef-4b71-97a6-683ffc049b39,gemini-3.1-pro,4035,0
45b205af-f8ef-4b71-97a6-683ffc049b39,gpt-5.5,3774,0
45b205af-f8ef-4b71-97a6-683ffc049b39,openevidence,4125,0
4ab96e9f-3c17-4712-86b7-59ad06a81f8d,claude-opus-4-8,3100,0
4ab96e9f-3c17-4712-86b7-59ad06a81f8d,gemini-3.1-pro,3062,0
4ab96e9f-3c17-4712-86b7-59ad06a81f8d,gpt-5.5,1621,0
4ab96e9f-3c17-4712-86b7-59ad06a81f8d,openevidence,2356,0
4b7cfc7e-dbff-4534-8dcf-83690d89498c,claude-opus-4-8,2715,0
4b7cfc7e-dbff-4534-8dcf-83690d89498c,gemini-3.1-pro,4165,0
4b7cfc7e-dbff-4534-8dcf-83690d89498c,gpt-5.5,2004,0
4b7cfc7e-dbff-4534-8dcf-83690d89498c,openevidence,2868,1
4d220b84-8c52-455a-a3da-87f5ef5ba104,claude-opus-4-8,1827,0
4d220b84-8c52-455a-a3da-87f5ef5ba104,gemini-3.1-pro,2291,0
4d220b84-8c52-455a-a3da-87f5ef5ba104,gpt-5.5,786,0
4d220b84-8c52-455a-a3da-87f5ef5ba104,openevidence,2906,0
4d4532af-4457-4572-8f5b-ba755275aa8e,claude-opus-4-8,4356,0
4d4532af-4457-4572-8f5b-ba755275aa8e,gemini-3.1-pro,1894,0
4d4532af-4457-4572-8f5b-ba755275aa8e,gpt-5.5,1329,0
4d4532af-4457-4572-8f5b-ba755275aa8e,openevidence,3481,0
4fb7b9fe-7fdf-4828-9dea-97718c7bfbed,claude-opus-4-8,2316,0
4fb7b9fe-7fdf-4828-9dea-97718c7bfbed,gemini-3.1-pro,2725,0
4fb7b9fe-7fdf-4828-9dea-97718c7bfbed,gpt-5.5,1313,0
4fb7b9fe-7fdf-4828-9dea-97718c7bfbed,openevidence,2725,0
50bb83bb-57bc-4e7f-8b01-20d493290b2d,claude-opus-4-8,2380,0
50bb83bb-57bc-4e7f-8b01-20d493290b2d,gemini-3.1-pro,2976,0
50bb83bb-57bc-4e7f-8b01-20d493290b2d,gpt-5.5,1279,0
50bb83bb-57bc-4e7f-8b01-20d493290b2d,openevidence,3831,1
51c3dd76-6a6e-4e7c-ad9f-011f65a78957,claude-opus-4-8,6124,0
51c3dd76-6a6e-4e7c-ad9f-011f65a78957,gemini-3.1-pro,4792,0
51c3dd76-6a6e-4e7c-ad9f-011f65a78957,gpt-5.5,4228,0
51c3dd76-6a6e-4e7c-ad9f-011f65a78957,openevidence,2791,0
5560f33e-e26d-46f8-8538-7d90c66f8a69,claude-opus-4-8,2454,0
5560f33e-e26d-46f8-8538-7d90c66f8a69,gemini-3.1-pro,3472,0
5560f33e-e26d-46f8-8538-7d90c66f8a69,gpt-5.5,810,0
5560f33e-e26d-46f8-8538-7d90c66f8a69,openevidence,3819,1
5676841c-e084-45dd-a0f0-9bc018bf97ad,claude-opus-4-8,2895,0
5676841c-e084-45dd-a0f0-9bc018bf97ad,gemini-3.1-pro,2358,0
5676841c-e084-45dd-a0f0-9bc018bf97ad,gpt-5.5,1477,0
5676841c-e084-45dd-a0f0-9bc018bf97ad,openevidence,3530,0
58a110a9-44d5-49c0-b073-522df3ec04d0,claude-opus-4-8,3784,0
58a110a9-44d5-49c0-b073-522df3ec04d0,gemini-3.1-pro,6227,0
58a110a9-44d5-49c0-b073-522df3ec04d0,gpt-5.5,1802,0
58a110a9-44d5-49c0-b073-522df3ec04d0,openevidence,4022,0
5aac9b27-26a0-43c1-a79f-d3dd9326f96f,claude-opus-4-8,4695,0
5aac9b27-26a0-43c1-a79f-d3dd9326f96f,gemini-3.1-pro,6260,0
5aac9b27-26a0-43c1-a79f-d3dd9326f96f,gpt-5.5,3688,0
5aac9b27-26a0-43c1-a79f-d3dd9326f96f,openevidence,3884,0
642e9992-c245-4da6-831f-94793153a81c,claude-opus-4-8,3335,0
642e9992-c245-4da6-831f-94793153a81c,gemini-3.1-pro,5043,0
642e9992-c245-4da6-831f-94793153a81c,gpt-5.5,4186,0
642e9992-c245-4da6-831f-94793153a81c,openevidence,4167,1
647eb9c0-27d0-49dd-abad-4a36b045b19d,claude-opus-4-8,2397,0
647eb9c0-27d0-49dd-abad-4a36b045b19d,gemini-3.1-pro,2889,0
647eb9c0-27d0-49dd-abad-4a36b045b19d,gpt-5.5,2043,0
647eb9c0-27d0-49dd-abad-4a36b045b19d,openevidence,3299,0
68edcc22-362b-46bd-bdb0-fd6078567592,claude-opus-4-8,2872,1
68edcc22-362b-46bd-bdb0-fd6078567592,gemini-3.1-pro,2544,0
68edcc22-362b-46bd-bdb0-fd6078567592,gpt-5.5,1210,1
68edcc22-362b-46bd-bdb0-fd6078567592,openevidence,2554,1
6950b9bc-3133-4226-b72b-3baf4945b409,claude-opus-4-8,5653,0
6950b9bc-3133-4226-b72b-3baf4945b409,gemini-3.1-pro,4650,0
6950b9bc-3133-4226-b72b-3baf4945b409,gpt-5.5,2976,0
6950b9bc-3133-4226-b72b-3baf4945b409,openevidence,4213,0
6ce73442-794e-4a4b-832f-84ee05470941,claude-opus-4-8,2803,0
6ce73442-794e-4a4b-832f-84ee05470941,gemini-3.1-pro,2800,0
6ce73442-794e-4a4b-832f-84ee05470941,gpt-5.5,1239,0
6ce73442-794e-4a4b-832f-84ee05470941,openevidence,1734,0
6ead6fa5-2418-4170-bf16-55fce29c38f0,claude-opus-4-8,5840,0
6ead6fa5-2418-4170-bf16-55fce29c38f0,gemini-3.1-pro,3545,0
6ead6fa5-2418-4170-bf16-55fce29c38f0,gpt-5.5,4070,0
6ead6fa5-2418-4170-bf16-55fce29c38f0,openevidence,4857,0
730bc013-2f40-4090-9b88-257bed19b5fa,claude-opus-4-8,3642,0
730bc013-2f40-4090-9b88-257bed19b5fa,gemini-3.1-pro,3424,0
730bc013-2f40-4090-9b88-257bed19b5fa,gpt-5.5,2052,0
730bc013-2f40-4090-9b88-257bed19b5fa,openevidence,4362,1
76ec2dc6-7747-4627-a15a-b7ac82970520,claude-opus-4-8,5711,0
76ec2dc6-7747-4627-a15a-b7ac82970520,gemini-3.1-pro,4845,0
76ec2dc6-7747-4627-a15a-b7ac82970520,gpt-5.5,4130,0
76ec2dc6-7747-4627-a15a-b7ac82970520,openevidence,3085,0
786b5335-a700-413a-bb8d-da6bc778f04f,claude-opus-4-8,5799,0
786b5335-a700-413a-bb8d-da6bc778f04f,gemini-3.1-pro,4875,0
786b5335-a700-413a-bb8d-da6bc778f04f,gpt-5.5,5887,0
786b5335-a700-413a-bb8d-da6bc778f04f,openevidence,5370,0
78811f60-4f3d-46a5-883d-37e0d8de0350,claude-opus-4-8,2829,0
78811f60-4f3d-46a5-883d-37e0d8de0350,gemini-3.1-pro,2322,0
78811f60-4f3d-46a5-883d-37e0d8de0350,gpt-5.5,1985,0
78811f60-4f3d-46a5-883d-37e0d8de0350,openevidence,2426,0
79cfe10c-b7bf-4ca3-b165-fa4e3642795c,claude-opus-4-8,6124,0
79cfe10c-b7bf-4ca3-b165-fa4e3642795c,gemini-3.1-pro,5514,0
79cfe10c-b7bf-4ca3-b165-fa4e3642795c,gpt-5.5,4656,0
79cfe10c-b7bf-4ca3-b165-fa4e3642795c,openevidence,4555,0
7cf6f25a-5121-44fb-8700-e7f258e8af98,claude-opus-4-8,4624,0
7cf6f25a-5121-44fb-8700-e7f258e8af98,gemini-3.1-pro,5470,0
7cf6f25a-5121-44fb-8700-e7f258e8af98,gpt-5.5,4240,0
7cf6f25a-5121-44fb-8700-e7f258e8af98,openevidence,4072,0
7d8d0deb-b36d-4799-8981-d52b14046880,claude-opus-4-8,2815,0
7d8d0deb-b36d-4799-8981-d52b14046880,gemini-3.1-pro,2145,0
7d8d0deb-b36d-4799-8981-d52b14046880,gpt-5.5,1365,0
7d8d0deb-b36d-4799-8981-d52b14046880,openevidence,2217,0
8081744d-7dab-4ce1-b7ae-6988e7556e50,claude-opus-4-8,4400,0
8081744d-7dab-4ce1-b7ae-6988e7556e50,gemini-3.1-pro,3062,0
8081744d-7dab-4ce1-b7ae-6988e7556e50,gpt-5.5,3016,0
8081744d-7dab-4ce1-b7ae-6988e7556e50,openevidence,3645,0
818e368b-9595-42e9-bf1c-6a41a74d3f47,claude-opus-4-8,2443,0
818e368b-9595-42e9-bf1c-6a41a74d3f47,gemini-3.1-pro,2943,0
818e368b-9595-42e9-bf1c-6a41a74d3f47,gpt-5.5,1553,0
818e368b-9595-42e9-bf1c-6a41a74d3f47,openevidence,2147,1
8191019b-fa39-4b92-a868-febb885b9c7a,claude-opus-4-8,4065,0
8191019b-fa39-4b92-a868-febb885b9c7a,gemini-3.1-pro,4459,0
8191019b-fa39-4b92-a868-febb885b9c7a,gpt-5.5,2646,0
8191019b-fa39-4b92-a868-febb885b9c7a,openevidence,3604,1
8849edd2-b921-49e7-ad1f-b5224165f0a6,claude-opus-4-8,3788,0
8849edd2-b921-49e7-ad1f-b5224165f0a6,gemini-3.1-pro,5272,0
8849edd2-b921-49e7-ad1f-b5224165f0a6,gpt-5.5,4069,0
8849edd2-b921-49e7-ad1f-b5224165f0a6,openevidence,3467,0
890aa5dc-8c0b-49d0-8b71-235b7952c466,claude-opus-4-8,3861,0
890aa5dc-8c0b-49d0-8b71-235b7952c466,gemini-3.1-pro,3532,0
890aa5dc-8c0b-49d0-8b71-235b7952c466,gpt-5.5,2063,0
890aa5dc-8c0b-49d0-8b71-235b7952c466,openevidence,2518,0
8b83a841-253a-4d25-98ee-109ae07f5141,claude-opus-4-8,8907,0
8b83a841-253a-4d25-98ee-109ae07f5141,gemini-3.1-pro,5716,0
8b83a841-253a-4d25-98ee-109ae07f5141,gpt-5.5,5761,0
8b83a841-253a-4d25-98ee-109ae07f5141,openevidence,5387,0
8cd4efb6-44cb-4c5b-96df-a9b26422daa9,claude-opus-4-8,2968,0
8cd4efb6-44cb-4c5b-96df-a9b26422daa9,gemini-3.1-pro,2880,0
8cd4efb6-44cb-4c5b-96df-a9b26422daa9,gpt-5.5,1720,0
8cd4efb6-44cb-4c5b-96df-a9b26422daa9,openevidence,2760,0
8d64bde2-0d15-41e1-b4fc-bdd7cd2a2c9e,claude-opus-4-8,5110,0
8d64bde2-0d15-41e1-b4fc-bdd7cd2a2c9e,gemini-3.1-pro,5571,0
8d64bde2-0d15-41e1-b4fc-bdd7cd2a2c9e,gpt-5.5,9048,0
