question_id,opponent,axis,n_votes,mean_vote
02b9afae-f5de-4175-80e5-9aa12067ec24,gemini-3.1-pro,clinical_utility,1,-1.0
02b9afae-f5de-4175-80e5-9aa12067ec24,gemini-3.1-pro,completeness,1,-1.0
02b9afae-f5de-4175-80e5-9aa12067ec24,gemini-3.1-pro,source_quality,1,-1.0
02b9afae-f5de-4175-80e5-9aa12067ec24,gemini-3.1-pro,verifiability,1,-1.0
02ed4935-d2b9-42e8-a4f1-3147236c1a69,claude-opus-4-8,accuracy,1,0.0
02ed4935-d2b9-42e8-a4f1-3147236c1a69,claude-opus-4-8,clinical_utility,1,0.0
02ed4935-d2b9-42e8-a4f1-3147236c1a69,claude-opus-4-8,completeness,1,-1.0
02ed4935-d2b9-42e8-a4f1-3147236c1a69,claude-opus-4-8,source_quality,1,0.0
02ed4935-d2b9-42e8-a4f1-3147236c1a69,claude-opus-4-8,verifiability,1,-1.0
02ed4935-d2b9-42e8-a4f1-3147236c1a69,gemini-3.1-pro,accuracy,1,0.0
02ed4935-d2b9-42e8-a4f1-3147236c1a69,gemini-3.1-pro,clinical_utility,1,-1.0
02ed4935-d2b9-42e8-a4f1-3147236c1a69,gemini-3.1-pro,completeness,1,0.0
02ed4935-d2b9-42e8-a4f1-3147236c1a69,gemini-3.1-pro,source_quality,1,0.0
02ed4935-d2b9-42e8-a4f1-3147236c1a69,gemini-3.1-pro,verifiability,1,0.0
02ed4935-d2b9-42e8-a4f1-3147236c1a69,gpt-5.5,accuracy,1,1.0
02ed4935-d2b9-42e8-a4f1-3147236c1a69,gpt-5.5,clinical_utility,1,1.0
02ed4935-d2b9-42e8-a4f1-3147236c1a69,gpt-5.5,completeness,1,1.0
02ed4935-d2b9-42e8-a4f1-3147236c1a69,gpt-5.5,source_quality,1,0.0
02ed4935-d2b9-42e8-a4f1-3147236c1a69,gpt-5.5,verifiability,1,0.0
03fc11c4-e95e-459b-8ca0-50417c00e74d,claude-opus-4-8,accuracy,1,0.0
03fc11c4-e95e-459b-8ca0-50417c00e74d,claude-opus-4-8,clinical_utility,1,1.0
03fc11c4-e95e-459b-8ca0-50417c00e74d,claude-opus-4-8,completeness,1,0.0
03fc11c4-e95e-459b-8ca0-50417c00e74d,claude-opus-4-8,source_quality,1,0.0
03fc11c4-e95e-459b-8ca0-50417c00e74d,claude-opus-4-8,verifiability,1,0.0
03fc11c4-e95e-459b-8ca0-50417c00e74d,gpt-5.5,accuracy,1,1.0
03fc11c4-e95e-459b-8ca0-50417c00e74d,gpt-5.5,clinical_utility,1,1.0
03fc11c4-e95e-459b-8ca0-50417c00e74d,gpt-5.5,completeness,1,1.0
03fc11c4-e95e-459b-8ca0-50417c00e74d,gpt-5.5,source_quality,1,1.0
03fc11c4-e95e-459b-8ca0-50417c00e74d,gpt-5.5,verifiability,1,1.0
0428b0cd-79e4-4d3c-af65-229e461c9417,claude-opus-4-8,accuracy,1,1.0
0428b0cd-79e4-4d3c-af65-229e461c9417,claude-opus-4-8,clinical_utility,1,1.0
0428b0cd-79e4-4d3c-af65-229e461c9417,claude-opus-4-8,completeness,1,1.0
0428b0cd-79e4-4d3c-af65-229e461c9417,claude-opus-4-8,source_quality,1,1.0
0428b0cd-79e4-4d3c-af65-229e461c9417,claude-opus-4-8,verifiability,1,1.0
0428b0cd-79e4-4d3c-af65-229e461c9417,gpt-5.5,accuracy,1,0.0
0428b0cd-79e4-4d3c-af65-229e461c9417,gpt-5.5,clinical_utility,1,1.0
0428b0cd-79e4-4d3c-af65-229e461c9417,gpt-5.5,completeness,1,0.0
0428b0cd-79e4-4d3c-af65-229e461c9417,gpt-5.5,source_quality,1,1.0
0428b0cd-79e4-4d3c-af65-229e461c9417,gpt-5.5,verifiability,1,1.0
0491057f-7f10-4b66-bf27-b027fae4565c,gpt-5.5,accuracy,1,1.0
0491057f-7f10-4b66-bf27-b027fae4565c,gpt-5.5,clinical_utility,1,1.0
0491057f-7f10-4b66-bf27-b027fae4565c,gpt-5.5,completeness,1,1.0
0491057f-7f10-4b66-bf27-b027fae4565c,gpt-5.5,source_quality,1,1.0
0491057f-7f10-4b66-bf27-b027fae4565c,gpt-5.5,verifiability,1,0.0
04a941cf-b6ef-46d6-932e-ef8f5be7b189,gemini-3.1-pro,accuracy,1,1.0
04a941cf-b6ef-46d6-932e-ef8f5be7b189,gemini-3.1-pro,clinical_utility,1,1.0
04a941cf-b6ef-46d6-932e-ef8f5be7b189,gemini-3.1-pro,completeness,1,1.0
04a941cf-b6ef-46d6-932e-ef8f5be7b189,gemini-3.1-pro,source_quality,1,1.0
04a941cf-b6ef-46d6-932e-ef8f5be7b189,gemini-3.1-pro,verifiability,1,1.0
04a941cf-b6ef-46d6-932e-ef8f5be7b189,gpt-5.5,accuracy,1,0.0
04a941cf-b6ef-46d6-932e-ef8f5be7b189,gpt-5.5,clinical_utility,1,1.0
04a941cf-b6ef-46d6-932e-ef8f5be7b189,gpt-5.5,completeness,1,1.0
04a941cf-b6ef-46d6-932e-ef8f5be7b189,gpt-5.5,source_quality,1,1.0
04a941cf-b6ef-46d6-932e-ef8f5be7b189,gpt-5.5,verifiability,1,1.0
04dd31b9-7d39-4ad6-84c6-52a856c59764,claude-opus-4-8,accuracy,1,0.0
04dd31b9-7d39-4ad6-84c6-52a856c59764,claude-opus-4-8,clinical_utility,1,1.0
04dd31b9-7d39-4ad6-84c6-52a856c59764,claude-opus-4-8,completeness,1,1.0
04dd31b9-7d39-4ad6-84c6-52a856c59764,claude-opus-4-8,source_quality,1,1.0
04dd31b9-7d39-4ad6-84c6-52a856c59764,claude-opus-4-8,verifiability,1,1.0
05100e52-4a85-44d7-98df-4fa5c773ea14,claude-opus-4-8,accuracy,3,1.0
05100e52-4a85-44d7-98df-4fa5c773ea14,claude-opus-4-8,clinical_utility,3,1.0
05100e52-4a85-44d7-98df-4fa5c773ea14,claude-opus-4-8,completeness,3,1.0
05100e52-4a85-44d7-98df-4fa5c773ea14,claude-opus-4-8,source_quality,3,1.0
05100e52-4a85-44d7-98df-4fa5c773ea14,claude-opus-4-8,verifiability,3,0.6666666666666666
05d7fe92-7253-42f3-8875-3b1ff5f97f61,gemini-3.1-pro,accuracy,1,1.0
05d7fe92-7253-42f3-8875-3b1ff5f97f61,gemini-3.1-pro,clinical_utility,1,1.0
05d7fe92-7253-42f3-8875-3b1ff5f97f61,gemini-3.1-pro,completeness,1,1.0
05d7fe92-7253-42f3-8875-3b1ff5f97f61,gemini-3.1-pro,source_quality,1,1.0
05d7fe92-7253-42f3-8875-3b1ff5f97f61,gemini-3.1-pro,verifiability,1,1.0
0640530b-7acf-49c5-b4df-3ffc3356822b,gpt-5.5,accuracy,1,1.0
0640530b-7acf-49c5-b4df-3ffc3356822b,gpt-5.5,clinical_utility,1,1.0
0640530b-7acf-49c5-b4df-3ffc3356822b,gpt-5.5,completeness,1,1.0
0640530b-7acf-49c5-b4df-3ffc3356822b,gpt-5.5,source_quality,1,1.0
0640530b-7acf-49c5-b4df-3ffc3356822b,gpt-5.5,verifiability,1,1.0
064543ac-00c6-4b43-8fe8-e40c01e5c19c,gemini-3.1-pro,accuracy,2,0.5
064543ac-00c6-4b43-8fe8-e40c01e5c19c,gemini-3.1-pro,clinical_utility,2,1.0
064543ac-00c6-4b43-8fe8-e40c01e5c19c,gemini-3.1-pro,completeness,2,1.0
064543ac-00c6-4b43-8fe8-e40c01e5c19c,gemini-3.1-pro,source_quality,2,0.5
064543ac-00c6-4b43-8fe8-e40c01e5c19c,gemini-3.1-pro,verifiability,2,0.0
065212a4-8bc8-4106-a8f1-3739889b5d16,claude-opus-4-8,accuracy,2,0.5
065212a4-8bc8-4106-a8f1-3739889b5d16,claude-opus-4-8,clinical_utility,2,1.0
065212a4-8bc8-4106-a8f1-3739889b5d16,claude-opus-4-8,completeness,2,1.0
065212a4-8bc8-4106-a8f1-3739889b5d16,claude-opus-4-8,source_quality,2,0.5
065212a4-8bc8-4106-a8f1-3739889b5d16,claude-opus-4-8,verifiability,2,0.5
06bca099-0af4-4717-8ebf-08c8b49294fd,claude-opus-4-8,accuracy,1,0.0
06bca099-0af4-4717-8ebf-08c8b49294fd,claude-opus-4-8,clinical_utility,1,1.0
06bca099-0af4-4717-8ebf-08c8b49294fd,claude-opus-4-8,completeness,1,1.0
06bca099-0af4-4717-8ebf-08c8b49294fd,claude-opus-4-8,source_quality,1,0.0
06bca099-0af4-4717-8ebf-08c8b49294fd,claude-opus-4-8,verifiability,1,0.0
06bca099-0af4-4717-8ebf-08c8b49294fd,gemini-3.1-pro,accuracy,2,0.0
06bca099-0af4-4717-8ebf-08c8b49294fd,gemini-3.1-pro,clinical_utility,2,1.0
06bca099-0af4-4717-8ebf-08c8b49294fd,gemini-3.1-pro,completeness,2,0.5
06bca099-0af4-4717-8ebf-08c8b49294fd,gemini-3.1-pro,source_quality,2,1.0
06bca099-0af4-4717-8ebf-08c8b49294fd,gemini-3.1-pro,verifiability,2,0.5
06bca099-0af4-4717-8ebf-08c8b49294fd,gpt-5.5,accuracy,1,0.0
06bca099-0af4-4717-8ebf-08c8b49294fd,gpt-5.5,clinical_utility,1,-1.0
06bca099-0af4-4717-8ebf-08c8b49294fd,gpt-5.5,completeness,1,0.0
06bca099-0af4-4717-8ebf-08c8b49294fd,gpt-5.5,source_quality,1,1.0
06bca099-0af4-4717-8ebf-08c8b49294fd,gpt-5.5,verifiability,1,1.0
06d054d2-7e81-4807-b4fd-1aa2df62493e,claude-opus-4-8,accuracy,1,0.0
06d054d2-7e81-4807-b4fd-1aa2df62493e,claude-opus-4-8,clinical_utility,1,-1.0
06d054d2-7e81-4807-b4fd-1aa2df62493e,claude-opus-4-8,completeness,1,0.0
06d054d2-7e81-4807-b4fd-1aa2df62493e,claude-opus-4-8,source_quality,1,-1.0
06d054d2-7e81-4807-b4fd-1aa2df62493e,claude-opus-4-8,verifiability,1,-1.0
06d054d2-7e81-4807-b4fd-1aa2df62493e,gpt-5.5,accuracy,1,0.0
06d054d2-7e81-4807-b4fd-1aa2df62493e,gpt-5.5,clinical_utility,1,1.0
06d054d2-7e81-4807-b4fd-1aa2df62493e,gpt-5.5,completeness,1,1.0
06d054d2-7e81-4807-b4fd-1aa2df62493e,gpt-5.5,source_quality,1,0.0
06d054d2-7e81-4807-b4fd-1aa2df62493e,gpt-5.5,verifiability,1,1.0
070cf3b3-dfb9-4078-acaf-b36d75171263,gpt-5.5,accuracy,1,1.0
070cf3b3-dfb9-4078-acaf-b36d75171263,gpt-5.5,clinical_utility,1,1.0
070cf3b3-dfb9-4078-acaf-b36d75171263,gpt-5.5,completeness,1,1.0
070cf3b3-dfb9-4078-acaf-b36d75171263,gpt-5.5,source_quality,1,-1.0
070cf3b3-dfb9-4078-acaf-b36d75171263,gpt-5.5,verifiability,1,1.0
077e7e8b-b4f9-4632-b492-73e9aa2ffab2,claude-opus-4-8,accuracy,1,1.0
077e7e8b-b4f9-4632-b492-73e9aa2ffab2,claude-opus-4-8,clinical_utility,1,1.0
077e7e8b-b4f9-4632-b492-73e9aa2ffab2,claude-opus-4-8,completeness,1,0.0
077e7e8b-b4f9-4632-b492-73e9aa2ffab2,claude-opus-4-8,source_quality,1,1.0
077e7e8b-b4f9-4632-b492-73e9aa2ffab2,claude-opus-4-8,verifiability,1,1.0
077e7e8b-b4f9-4632-b492-73e9aa2ffab2,gemini-3.1-pro,accuracy,1,0.0
077e7e8b-b4f9-4632-b492-73e9aa2ffab2,gemini-3.1-pro,clinical_utility,1,1.0
077e7e8b-b4f9-4632-b492-73e9aa2ffab2,gemini-3.1-pro,completeness,1,1.0
077e7e8b-b4f9-4632-b492-73e9aa2ffab2,gemini-3.1-pro,source_quality,1,1.0
077e7e8b-b4f9-4632-b492-73e9aa2ffab2,gemini-3.1-pro,verifiability,1,1.0
0790bf34-1869-4fcd-a102-fce2a5dcf1a4,gemini-3.1-pro,accuracy,1,-1.0
0790bf34-1869-4fcd-a102-fce2a5dcf1a4,gemini-3.1-pro,clinical_utility,1,-1.0
0790bf34-1869-4fcd-a102-fce2a5dcf1a4,gemini-3.1-pro,completeness,1,-1.0
0790bf34-1869-4fcd-a102-fce2a5dcf1a4,gemini-3.1-pro,source_quality,1,0.0
0790bf34-1869-4fcd-a102-fce2a5dcf1a4,gemini-3.1-pro,verifiability,1,0.0
07fb1c12-c0e9-45eb-afb6-52ce63c0dafc,claude-opus-4-8,accuracy,1,0.0
07fb1c12-c0e9-45eb-afb6-52ce63c0dafc,claude-opus-4-8,clinical_utility,1,1.0
07fb1c12-c0e9-45eb-afb6-52ce63c0dafc,claude-opus-4-8,completeness,1,1.0
07fb1c12-c0e9-45eb-afb6-52ce63c0dafc,claude-opus-4-8,source_quality,1,0.0
07fb1c12-c0e9-45eb-afb6-52ce63c0dafc,claude-opus-4-8,verifiability,1,0.0
07fb1c12-c0e9-45eb-afb6-52ce63c0dafc,gemini-3.1-pro,accuracy,1,0.0
07fb1c12-c0e9-45eb-afb6-52ce63c0dafc,gemini-3.1-pro,clinical_utility,1,-1.0
07fb1c12-c0e9-45eb-afb6-52ce63c0dafc,gemini-3.1-pro,completeness,1,0.0
07fb1c12-c0e9-45eb-afb6-52ce63c0dafc,gemini-3.1-pro,source_quality,1,1.0
07fb1c12-c0e9-45eb-afb6-52ce63c0dafc,gemini-3.1-pro,verifiability,1,0.0
07fb1c12-c0e9-45eb-afb6-52ce63c0dafc,gpt-5.5,accuracy,2,0.5
07fb1c12-c0e9-45eb-afb6-52ce63c0dafc,gpt-5.5,clinical_utility,2,1.0
07fb1c12-c0e9-45eb-afb6-52ce63c0dafc,gpt-5.5,completeness,2,0.0
07fb1c12-c0e9-45eb-afb6-52ce63c0dafc,gpt-5.5,source_quality,2,1.0
07fb1c12-c0e9-45eb-afb6-52ce63c0dafc,gpt-5.5,verifiability,2,0.5
08022400-6580-40f5-ad02-63f7014ae985,claude-opus-4-8,accuracy,1,0.0
08022400-6580-40f5-ad02-63f7014ae985,claude-opus-4-8,clinical_utility,1,1.0
08022400-6580-40f5-ad02-63f7014ae985,claude-opus-4-8,completeness,1,1.0
08022400-6580-40f5-ad02-63f7014ae985,claude-opus-4-8,source_quality,1,1.0
08022400-6580-40f5-ad02-63f7014ae985,claude-opus-4-8,verifiability,1,0.0
08022400-6580-40f5-ad02-63f7014ae985,gemini-3.1-pro,accuracy,1,1.0
08022400-6580-40f5-ad02-63f7014ae985,gemini-3.1-pro,clinical_utility,1,1.0
08022400-6580-40f5-ad02-63f7014ae985,gemini-3.1-pro,completeness,1,1.0
08022400-6580-40f5-ad02-63f7014ae985,gemini-3.1-pro,source_quality,1,1.0
08022400-6580-40f5-ad02-63f7014ae985,gemini-3.1-pro,verifiability,1,1.0
08022400-6580-40f5-ad02-63f7014ae985,gpt-5.5,accuracy,1,0.0
08022400-6580-40f5-ad02-63f7014ae985,gpt-5.5,clinical_utility,1,1.0
08022400-6580-40f5-ad02-63f7014ae985,gpt-5.5,completeness,1,1.0
08022400-6580-40f5-ad02-63f7014ae985,gpt-5.5,source_quality,1,1.0
08022400-6580-40f5-ad02-63f7014ae985,gpt-5.5,verifiability,1,1.0
080cfd4b-f431-48c6-b434-f6f09ae6d2be,gemini-3.1-pro,accuracy,1,0.0
080cfd4b-f431-48c6-b434-f6f09ae6d2be,gemini-3.1-pro,clinical_utility,1,-1.0
080cfd4b-f431-48c6-b434-f6f09ae6d2be,gemini-3.1-pro,completeness,1,0.0
080cfd4b-f431-48c6-b434-f6f09ae6d2be,gemini-3.1-pro,source_quality,1,0.0
080cfd4b-f431-48c6-b434-f6f09ae6d2be,gemini-3.1-pro,verifiability,1,0.0
080cfd4b-f431-48c6-b434-f6f09ae6d2be,gpt-5.5,accuracy,1,1.0
080cfd4b-f431-48c6-b434-f6f09ae6d2be,gpt-5.5,clinical_utility,1,1.0
080cfd4b-f431-48c6-b434-f6f09ae6d2be,gpt-5.5,completeness,1,1.0
080cfd4b-f431-48c6-b434-f6f09ae6d2be,gpt-5.5,source_quality,1,1.0
080cfd4b-f431-48c6-b434-f6f09ae6d2be,gpt-5.5,verifiability,1,1.0
081cc387-6808-4aaa-b947-4475304345cf,gemini-3.1-pro,accuracy,2,0.5
081cc387-6808-4aaa-b947-4475304345cf,gemini-3.1-pro,clinical_utility,2,-1.0
081cc387-6808-4aaa-b947-4475304345cf,gemini-3.1-pro,completeness,2,-0.5
081cc387-6808-4aaa-b947-4475304345cf,gemini-3.1-pro,source_quality,2,1.0
081cc387-6808-4aaa-b947-4475304345cf,gemini-3.1-pro,verifiability,2,-0.5
0876c88f-c26c-4009-b980-291ef774e397,claude-opus-4-8,accuracy,1,1.0
0876c88f-c26c-4009-b980-291ef774e397,claude-opus-4-8,clinical_utility,1,1.0
0876c88f-c26c-4009-b980-291ef774e397,claude-opus-4-8,completeness,1,1.0
0876c88f-c26c-4009-b980-291ef774e397,claude-opus-4-8,source_quality,1,0.0
0876c88f-c26c-4009-b980-291ef774e397,claude-opus-4-8,verifiability,1,1.0
0876c88f-c26c-4009-b980-291ef774e397,gemini-3.1-pro,accuracy,2,0.5
0876c88f-c26c-4009-b980-291ef774e397,gemini-3.1-pro,clinical_utility,2,1.0
0876c88f-c26c-4009-b980-291ef774e397,gemini-3.1-pro,completeness,2,1.0
0876c88f-c26c-4009-b980-291ef774e397,gemini-3.1-pro,source_quality,2,0.5
0876c88f-c26c-4009-b980-291ef774e397,gemini-3.1-pro,verifiability,2,0.0
0911510d-bd83-4b65-b842-569bb0fbb491,claude-opus-4-8,accuracy,2,1.0
0911510d-bd83-4b65-b842-569bb0fbb491,claude-opus-4-8,clinical_utility,2,1.0
0911510d-bd83-4b65-b842-569bb0fbb491,claude-opus-4-8,completeness,2,0.5
0911510d-bd83-4b65-b842-569bb0fbb491,claude-opus-4-8,source_quality,2,0.5
0911510d-bd83-4b65-b842-569bb0fbb491,claude-opus-4-8,verifiability,2,0.5
092e6118-1204-408e-9481-327caf036b0a,gemini-3.1-pro,accuracy,1,0.0
092e6118-1204-408e-9481-327caf036b0a,gemini-3.1-pro,clinical_utility,1,-1.0
092e6118-1204-408e-9481-327caf036b0a,gemini-3.1-pro,completeness,1,1.0
092e6118-1204-408e-9481-327caf036b0a,gemini-3.1-pro,source_quality,1,1.0
092e6118-1204-408e-9481-327caf036b0a,gemini-3.1-pro,verifiability,1,1.0
092e6118-1204-408e-9481-327caf036b0a,gpt-5.5,accuracy,2,1.0
092e6118-1204-408e-9481-327caf036b0a,gpt-5.5,clinical_utility,2,1.0
092e6118-1204-408e-9481-327caf036b0a,gpt-5.5,completeness,2,1.0
092e6118-1204-408e-9481-327caf036b0a,gpt-5.5,source_quality,2,1.0
092e6118-1204-408e-9481-327caf036b0a,gpt-5.5,verifiability,2,0.0
099b99f5-00b9-4abd-888d-2292ed70d0cc,claude-opus-4-8,accuracy,1,0.0
099b99f5-00b9-4abd-888d-2292ed70d0cc,claude-opus-4-8,clinical_utility,1,1.0
099b99f5-00b9-4abd-888d-2292ed70d0cc,claude-opus-4-8,completeness,1,1.0
099b99f5-00b9-4abd-888d-2292ed70d0cc,claude-opus-4-8,source_quality,1,1.0
099b99f5-00b9-4abd-888d-2292ed70d0cc,claude-opus-4-8,verifiability,1,1.0
099b99f5-00b9-4abd-888d-2292ed70d0cc,gemini-3.1-pro,accuracy,2,0.5
099b99f5-00b9-4abd-888d-2292ed70d0cc,gemini-3.1-pro,clinical_utility,2,0.5
