question_id,opponent,judge,axis,vote
76ec2dc6-7747-4627-a15a-b7ac82970520,gemini-3.1-pro,gemini-3.5-flash,source_quality,0
76ec2dc6-7747-4627-a15a-b7ac82970520,gemini-3.1-pro,gemini-3.5-flash,completeness,0
76ec2dc6-7747-4627-a15a-b7ac82970520,gemini-3.1-pro,gemini-3.5-flash,verifiability,0
76ec2dc6-7747-4627-a15a-b7ac82970520,gemini-3.1-pro,opus-4.8,accuracy,-1
76ec2dc6-7747-4627-a15a-b7ac82970520,gemini-3.1-pro,opus-4.8,clinical_utility,0
76ec2dc6-7747-4627-a15a-b7ac82970520,gemini-3.1-pro,opus-4.8,source_quality,-1
76ec2dc6-7747-4627-a15a-b7ac82970520,gemini-3.1-pro,opus-4.8,completeness,0
76ec2dc6-7747-4627-a15a-b7ac82970520,gemini-3.1-pro,opus-4.8,verifiability,-1
c9408057-7857-4467-b84c-886415cc707c,claude-opus-4-8,gpt-5.5,accuracy,-1
c9408057-7857-4467-b84c-886415cc707c,claude-opus-4-8,gpt-5.5,clinical_utility,1
c9408057-7857-4467-b84c-886415cc707c,claude-opus-4-8,gpt-5.5,source_quality,1
c9408057-7857-4467-b84c-886415cc707c,claude-opus-4-8,gpt-5.5,completeness,1
c9408057-7857-4467-b84c-886415cc707c,claude-opus-4-8,gpt-5.5,verifiability,1
76ec2dc6-7747-4627-a15a-b7ac82970520,gemini-3.1-pro,gpt-5.5,accuracy,-1
76ec2dc6-7747-4627-a15a-b7ac82970520,gemini-3.1-pro,gpt-5.5,clinical_utility,-1
76ec2dc6-7747-4627-a15a-b7ac82970520,gemini-3.1-pro,gpt-5.5,source_quality,-1
76ec2dc6-7747-4627-a15a-b7ac82970520,gemini-3.1-pro,gpt-5.5,completeness,-1
76ec2dc6-7747-4627-a15a-b7ac82970520,gemini-3.1-pro,gpt-5.5,verifiability,-1
76ec2dc6-7747-4627-a15a-b7ac82970520,claude-opus-4-8,gpt-5.5,accuracy,-1
76ec2dc6-7747-4627-a15a-b7ac82970520,claude-opus-4-8,gpt-5.5,clinical_utility,-1
76ec2dc6-7747-4627-a15a-b7ac82970520,claude-opus-4-8,gpt-5.5,source_quality,-1
76ec2dc6-7747-4627-a15a-b7ac82970520,claude-opus-4-8,gpt-5.5,completeness,-1
76ec2dc6-7747-4627-a15a-b7ac82970520,claude-opus-4-8,gpt-5.5,verifiability,0
cdfb211f-1283-4e0b-ac59-95e02134c8d5,gpt-5.5,gemini-3.5-flash,accuracy,1
cdfb211f-1283-4e0b-ac59-95e02134c8d5,gpt-5.5,gemini-3.5-flash,clinical_utility,1
cdfb211f-1283-4e0b-ac59-95e02134c8d5,gpt-5.5,gemini-3.5-flash,source_quality,1
cdfb211f-1283-4e0b-ac59-95e02134c8d5,gpt-5.5,gemini-3.5-flash,completeness,1
cdfb211f-1283-4e0b-ac59-95e02134c8d5,gpt-5.5,gemini-3.5-flash,verifiability,0
cdfb211f-1283-4e0b-ac59-95e02134c8d5,gpt-5.5,opus-4.8,accuracy,0
cdfb211f-1283-4e0b-ac59-95e02134c8d5,gpt-5.5,opus-4.8,clinical_utility,1
cdfb211f-1283-4e0b-ac59-95e02134c8d5,gpt-5.5,opus-4.8,source_quality,1
cdfb211f-1283-4e0b-ac59-95e02134c8d5,gpt-5.5,opus-4.8,completeness,1
cdfb211f-1283-4e0b-ac59-95e02134c8d5,gpt-5.5,opus-4.8,verifiability,1
cdfb211f-1283-4e0b-ac59-95e02134c8d5,gemini-3.1-pro,opus-4.8,accuracy,0
cdfb211f-1283-4e0b-ac59-95e02134c8d5,gemini-3.1-pro,opus-4.8,clinical_utility,1
cdfb211f-1283-4e0b-ac59-95e02134c8d5,gemini-3.1-pro,opus-4.8,source_quality,1
cdfb211f-1283-4e0b-ac59-95e02134c8d5,gemini-3.1-pro,opus-4.8,completeness,1
cdfb211f-1283-4e0b-ac59-95e02134c8d5,gemini-3.1-pro,opus-4.8,verifiability,1
cdfb211f-1283-4e0b-ac59-95e02134c8d5,gemini-3.1-pro,gemini-3.5-flash,accuracy,0
cdfb211f-1283-4e0b-ac59-95e02134c8d5,gemini-3.1-pro,gemini-3.5-flash,clinical_utility,-1
cdfb211f-1283-4e0b-ac59-95e02134c8d5,gemini-3.1-pro,gemini-3.5-flash,source_quality,0
cdfb211f-1283-4e0b-ac59-95e02134c8d5,gemini-3.1-pro,gemini-3.5-flash,completeness,-1
cdfb211f-1283-4e0b-ac59-95e02134c8d5,gemini-3.1-pro,gemini-3.5-flash,verifiability,0
cdfb211f-1283-4e0b-ac59-95e02134c8d5,claude-opus-4-8,opus-4.8,accuracy,1
cdfb211f-1283-4e0b-ac59-95e02134c8d5,claude-opus-4-8,opus-4.8,clinical_utility,1
cdfb211f-1283-4e0b-ac59-95e02134c8d5,claude-opus-4-8,opus-4.8,source_quality,1
cdfb211f-1283-4e0b-ac59-95e02134c8d5,claude-opus-4-8,opus-4.8,completeness,1
cdfb211f-1283-4e0b-ac59-95e02134c8d5,claude-opus-4-8,opus-4.8,verifiability,0
cdfb211f-1283-4e0b-ac59-95e02134c8d5,claude-opus-4-8,gemini-3.5-flash,accuracy,1
cdfb211f-1283-4e0b-ac59-95e02134c8d5,claude-opus-4-8,gemini-3.5-flash,clinical_utility,1
cdfb211f-1283-4e0b-ac59-95e02134c8d5,claude-opus-4-8,gemini-3.5-flash,source_quality,1
cdfb211f-1283-4e0b-ac59-95e02134c8d5,claude-opus-4-8,gemini-3.5-flash,completeness,1
cdfb211f-1283-4e0b-ac59-95e02134c8d5,claude-opus-4-8,gemini-3.5-flash,verifiability,1
ed62079f-c3ea-4fd3-8715-c7b47a9bf695,gpt-5.5,gpt-5.5,accuracy,-1
ed62079f-c3ea-4fd3-8715-c7b47a9bf695,gpt-5.5,gpt-5.5,clinical_utility,-1
ed62079f-c3ea-4fd3-8715-c7b47a9bf695,gpt-5.5,gpt-5.5,source_quality,-1
ed62079f-c3ea-4fd3-8715-c7b47a9bf695,gpt-5.5,gpt-5.5,completeness,-1
ed62079f-c3ea-4fd3-8715-c7b47a9bf695,gpt-5.5,gpt-5.5,verifiability,-1
ed62079f-c3ea-4fd3-8715-c7b47a9bf695,gpt-5.5,gemini-3.5-flash,accuracy,-1
ed62079f-c3ea-4fd3-8715-c7b47a9bf695,gpt-5.5,gemini-3.5-flash,clinical_utility,-1
ed62079f-c3ea-4fd3-8715-c7b47a9bf695,gpt-5.5,gemini-3.5-flash,source_quality,-1
ed62079f-c3ea-4fd3-8715-c7b47a9bf695,gpt-5.5,gemini-3.5-flash,completeness,-1
ed62079f-c3ea-4fd3-8715-c7b47a9bf695,gpt-5.5,gemini-3.5-flash,verifiability,-1
cdfb211f-1283-4e0b-ac59-95e02134c8d5,gpt-5.5,grok-4.3,accuracy,1
cdfb211f-1283-4e0b-ac59-95e02134c8d5,gpt-5.5,grok-4.3,clinical_utility,1
cdfb211f-1283-4e0b-ac59-95e02134c8d5,gpt-5.5,grok-4.3,source_quality,1
cdfb211f-1283-4e0b-ac59-95e02134c8d5,gpt-5.5,grok-4.3,completeness,1
cdfb211f-1283-4e0b-ac59-95e02134c8d5,gpt-5.5,grok-4.3,verifiability,1
ed62079f-c3ea-4fd3-8715-c7b47a9bf695,gpt-5.5,grok-4.3,accuracy,0
ed62079f-c3ea-4fd3-8715-c7b47a9bf695,gpt-5.5,grok-4.3,clinical_utility,-1
ed62079f-c3ea-4fd3-8715-c7b47a9bf695,gpt-5.5,grok-4.3,source_quality,-1
ed62079f-c3ea-4fd3-8715-c7b47a9bf695,gpt-5.5,grok-4.3,completeness,0
ed62079f-c3ea-4fd3-8715-c7b47a9bf695,gpt-5.5,grok-4.3,verifiability,0
ed62079f-c3ea-4fd3-8715-c7b47a9bf695,gpt-5.5,opus-4.8,accuracy,0
ed62079f-c3ea-4fd3-8715-c7b47a9bf695,gpt-5.5,opus-4.8,clinical_utility,-1
ed62079f-c3ea-4fd3-8715-c7b47a9bf695,gpt-5.5,opus-4.8,source_quality,-1
ed62079f-c3ea-4fd3-8715-c7b47a9bf695,gpt-5.5,opus-4.8,completeness,-1
ed62079f-c3ea-4fd3-8715-c7b47a9bf695,gpt-5.5,opus-4.8,verifiability,-1
ed62079f-c3ea-4fd3-8715-c7b47a9bf695,claude-opus-4-8,opus-4.8,accuracy,1
ed62079f-c3ea-4fd3-8715-c7b47a9bf695,claude-opus-4-8,opus-4.8,clinical_utility,1
ed62079f-c3ea-4fd3-8715-c7b47a9bf695,claude-opus-4-8,opus-4.8,source_quality,-1
ed62079f-c3ea-4fd3-8715-c7b47a9bf695,claude-opus-4-8,opus-4.8,completeness,1
ed62079f-c3ea-4fd3-8715-c7b47a9bf695,claude-opus-4-8,opus-4.8,verifiability,-1
ed62079f-c3ea-4fd3-8715-c7b47a9bf695,claude-opus-4-8,gemini-3.5-flash,accuracy,1
ed62079f-c3ea-4fd3-8715-c7b47a9bf695,claude-opus-4-8,gemini-3.5-flash,clinical_utility,1
ed62079f-c3ea-4fd3-8715-c7b47a9bf695,claude-opus-4-8,gemini-3.5-flash,source_quality,1
ed62079f-c3ea-4fd3-8715-c7b47a9bf695,claude-opus-4-8,gemini-3.5-flash,completeness,1
ed62079f-c3ea-4fd3-8715-c7b47a9bf695,claude-opus-4-8,gemini-3.5-flash,verifiability,0
cdfb211f-1283-4e0b-ac59-95e02134c8d5,gemini-3.1-pro,grok-4.3,accuracy,1
cdfb211f-1283-4e0b-ac59-95e02134c8d5,gemini-3.1-pro,grok-4.3,clinical_utility,1
cdfb211f-1283-4e0b-ac59-95e02134c8d5,gemini-3.1-pro,grok-4.3,source_quality,1
cdfb211f-1283-4e0b-ac59-95e02134c8d5,gemini-3.1-pro,grok-4.3,completeness,1
cdfb211f-1283-4e0b-ac59-95e02134c8d5,gemini-3.1-pro,grok-4.3,verifiability,0
cdfb211f-1283-4e0b-ac59-95e02134c8d5,claude-opus-4-8,grok-4.3,accuracy,-1
cdfb211f-1283-4e0b-ac59-95e02134c8d5,claude-opus-4-8,grok-4.3,clinical_utility,1
cdfb211f-1283-4e0b-ac59-95e02134c8d5,claude-opus-4-8,grok-4.3,source_quality,0
cdfb211f-1283-4e0b-ac59-95e02134c8d5,claude-opus-4-8,grok-4.3,completeness,1
cdfb211f-1283-4e0b-ac59-95e02134c8d5,claude-opus-4-8,grok-4.3,verifiability,0
ed62079f-c3ea-4fd3-8715-c7b47a9bf695,claude-opus-4-8,grok-4.3,accuracy,0
ed62079f-c3ea-4fd3-8715-c7b47a9bf695,claude-opus-4-8,grok-4.3,clinical_utility,-1
ed62079f-c3ea-4fd3-8715-c7b47a9bf695,claude-opus-4-8,grok-4.3,source_quality,-1
ed62079f-c3ea-4fd3-8715-c7b47a9bf695,claude-opus-4-8,grok-4.3,completeness,-1
ed62079f-c3ea-4fd3-8715-c7b47a9bf695,claude-opus-4-8,grok-4.3,verifiability,0
ed62079f-c3ea-4fd3-8715-c7b47a9bf695,gemini-3.1-pro,gemini-3.5-flash,accuracy,-1
ed62079f-c3ea-4fd3-8715-c7b47a9bf695,gemini-3.1-pro,gemini-3.5-flash,clinical_utility,-1
ed62079f-c3ea-4fd3-8715-c7b47a9bf695,gemini-3.1-pro,gemini-3.5-flash,source_quality,-1
ed62079f-c3ea-4fd3-8715-c7b47a9bf695,gemini-3.1-pro,gemini-3.5-flash,completeness,-1
ed62079f-c3ea-4fd3-8715-c7b47a9bf695,gemini-3.1-pro,gemini-3.5-flash,verifiability,-1
ed62079f-c3ea-4fd3-8715-c7b47a9bf695,gemini-3.1-pro,grok-4.3,accuracy,0
ed62079f-c3ea-4fd3-8715-c7b47a9bf695,gemini-3.1-pro,grok-4.3,clinical_utility,0
ed62079f-c3ea-4fd3-8715-c7b47a9bf695,gemini-3.1-pro,grok-4.3,source_quality,0
ed62079f-c3ea-4fd3-8715-c7b47a9bf695,gemini-3.1-pro,grok-4.3,completeness,1
ed62079f-c3ea-4fd3-8715-c7b47a9bf695,gemini-3.1-pro,grok-4.3,verifiability,0
ed62079f-c3ea-4fd3-8715-c7b47a9bf695,gemini-3.1-pro,opus-4.8,accuracy,0
ed62079f-c3ea-4fd3-8715-c7b47a9bf695,gemini-3.1-pro,opus-4.8,clinical_utility,0
ed62079f-c3ea-4fd3-8715-c7b47a9bf695,gemini-3.1-pro,opus-4.8,source_quality,1
ed62079f-c3ea-4fd3-8715-c7b47a9bf695,gemini-3.1-pro,opus-4.8,completeness,1
ed62079f-c3ea-4fd3-8715-c7b47a9bf695,gemini-3.1-pro,opus-4.8,verifiability,0
58a110a9-44d5-49c0-b073-522df3ec04d0,gpt-5.5,opus-4.8,accuracy,0
58a110a9-44d5-49c0-b073-522df3ec04d0,gpt-5.5,opus-4.8,clinical_utility,1
58a110a9-44d5-49c0-b073-522df3ec04d0,gpt-5.5,opus-4.8,source_quality,1
58a110a9-44d5-49c0-b073-522df3ec04d0,gpt-5.5,opus-4.8,completeness,1
58a110a9-44d5-49c0-b073-522df3ec04d0,gpt-5.5,opus-4.8,verifiability,1
58a110a9-44d5-49c0-b073-522df3ec04d0,gpt-5.5,gemini-3.5-flash,accuracy,0
58a110a9-44d5-49c0-b073-522df3ec04d0,gpt-5.5,gemini-3.5-flash,clinical_utility,1
58a110a9-44d5-49c0-b073-522df3ec04d0,gpt-5.5,gemini-3.5-flash,source_quality,1
58a110a9-44d5-49c0-b073-522df3ec04d0,gpt-5.5,gemini-3.5-flash,completeness,1
58a110a9-44d5-49c0-b073-522df3ec04d0,gpt-5.5,gemini-3.5-flash,verifiability,-1
58a110a9-44d5-49c0-b073-522df3ec04d0,claude-opus-4-8,opus-4.8,accuracy,0
58a110a9-44d5-49c0-b073-522df3ec04d0,claude-opus-4-8,opus-4.8,clinical_utility,1
58a110a9-44d5-49c0-b073-522df3ec04d0,claude-opus-4-8,opus-4.8,source_quality,1
58a110a9-44d5-49c0-b073-522df3ec04d0,claude-opus-4-8,opus-4.8,completeness,1
58a110a9-44d5-49c0-b073-522df3ec04d0,claude-opus-4-8,opus-4.8,verifiability,1
58a110a9-44d5-49c0-b073-522df3ec04d0,gpt-5.5,grok-4.3,accuracy,0
58a110a9-44d5-49c0-b073-522df3ec04d0,gpt-5.5,grok-4.3,clinical_utility,1
58a110a9-44d5-49c0-b073-522df3ec04d0,gpt-5.5,grok-4.3,source_quality,1
58a110a9-44d5-49c0-b073-522df3ec04d0,gpt-5.5,grok-4.3,completeness,1
58a110a9-44d5-49c0-b073-522df3ec04d0,gpt-5.5,grok-4.3,verifiability,1
58a110a9-44d5-49c0-b073-522df3ec04d0,claude-opus-4-8,gemini-3.5-flash,accuracy,0
58a110a9-44d5-49c0-b073-522df3ec04d0,claude-opus-4-8,gemini-3.5-flash,clinical_utility,1
58a110a9-44d5-49c0-b073-522df3ec04d0,claude-opus-4-8,gemini-3.5-flash,source_quality,1
58a110a9-44d5-49c0-b073-522df3ec04d0,claude-opus-4-8,gemini-3.5-flash,completeness,-1
58a110a9-44d5-49c0-b073-522df3ec04d0,claude-opus-4-8,gemini-3.5-flash,verifiability,1
58a110a9-44d5-49c0-b073-522df3ec04d0,claude-opus-4-8,grok-4.3,accuracy,0
58a110a9-44d5-49c0-b073-522df3ec04d0,claude-opus-4-8,grok-4.3,clinical_utility,1
58a110a9-44d5-49c0-b073-522df3ec04d0,claude-opus-4-8,grok-4.3,source_quality,1
58a110a9-44d5-49c0-b073-522df3ec04d0,claude-opus-4-8,grok-4.3,completeness,-1
58a110a9-44d5-49c0-b073-522df3ec04d0,claude-opus-4-8,grok-4.3,verifiability,0
cdfb211f-1283-4e0b-ac59-95e02134c8d5,gemini-3.1-pro,gpt-5.5,accuracy,1
cdfb211f-1283-4e0b-ac59-95e02134c8d5,gemini-3.1-pro,gpt-5.5,clinical_utility,1
cdfb211f-1283-4e0b-ac59-95e02134c8d5,gemini-3.1-pro,gpt-5.5,source_quality,1
cdfb211f-1283-4e0b-ac59-95e02134c8d5,gemini-3.1-pro,gpt-5.5,completeness,1
cdfb211f-1283-4e0b-ac59-95e02134c8d5,gemini-3.1-pro,gpt-5.5,verifiability,1
cdfb211f-1283-4e0b-ac59-95e02134c8d5,gpt-5.5,gpt-5.5,accuracy,-1
cdfb211f-1283-4e0b-ac59-95e02134c8d5,gpt-5.5,gpt-5.5,clinical_utility,-1
cdfb211f-1283-4e0b-ac59-95e02134c8d5,gpt-5.5,gpt-5.5,source_quality,0
cdfb211f-1283-4e0b-ac59-95e02134c8d5,gpt-5.5,gpt-5.5,completeness,-1
cdfb211f-1283-4e0b-ac59-95e02134c8d5,gpt-5.5,gpt-5.5,verifiability,-1
58a110a9-44d5-49c0-b073-522df3ec04d0,gemini-3.1-pro,opus-4.8,accuracy,0
58a110a9-44d5-49c0-b073-522df3ec04d0,gemini-3.1-pro,opus-4.8,clinical_utility,-1
58a110a9-44d5-49c0-b073-522df3ec04d0,gemini-3.1-pro,opus-4.8,source_quality,1
58a110a9-44d5-49c0-b073-522df3ec04d0,gemini-3.1-pro,opus-4.8,completeness,-1
58a110a9-44d5-49c0-b073-522df3ec04d0,gemini-3.1-pro,opus-4.8,verifiability,1
58a110a9-44d5-49c0-b073-522df3ec04d0,gemini-3.1-pro,gemini-3.5-flash,accuracy,0
58a110a9-44d5-49c0-b073-522df3ec04d0,gemini-3.1-pro,gemini-3.5-flash,clinical_utility,-1
58a110a9-44d5-49c0-b073-522df3ec04d0,gemini-3.1-pro,gemini-3.5-flash,source_quality,-1
58a110a9-44d5-49c0-b073-522df3ec04d0,gemini-3.1-pro,gemini-3.5-flash,completeness,-1
58a110a9-44d5-49c0-b073-522df3ec04d0,gemini-3.1-pro,gemini-3.5-flash,verifiability,-1
58a110a9-44d5-49c0-b073-522df3ec04d0,gemini-3.1-pro,grok-4.3,accuracy,0
58a110a9-44d5-49c0-b073-522df3ec04d0,gemini-3.1-pro,grok-4.3,clinical_utility,1
58a110a9-44d5-49c0-b073-522df3ec04d0,gemini-3.1-pro,grok-4.3,source_quality,0
58a110a9-44d5-49c0-b073-522df3ec04d0,gemini-3.1-pro,grok-4.3,completeness,-1
58a110a9-44d5-49c0-b073-522df3ec04d0,gemini-3.1-pro,grok-4.3,verifiability,1
