question_id,provider,judge,axis,score_1to4
58a110a9-44d5-49c0-b073-522df3ec04d0,claude-opus-4-8,gpt-5.5,completeness,3
58a110a9-44d5-49c0-b073-522df3ec04d0,claude-opus-4-8,gpt-5.5,verifiability,2
58a110a9-44d5-49c0-b073-522df3ec04d0,gemini-3.1-pro,gemini-3.5-flash,accuracy,4
58a110a9-44d5-49c0-b073-522df3ec04d0,gemini-3.1-pro,gemini-3.5-flash,clinical_utility,4
58a110a9-44d5-49c0-b073-522df3ec04d0,gemini-3.1-pro,gemini-3.5-flash,source_quality,4
58a110a9-44d5-49c0-b073-522df3ec04d0,gemini-3.1-pro,gemini-3.5-flash,completeness,4
58a110a9-44d5-49c0-b073-522df3ec04d0,gemini-3.1-pro,gemini-3.5-flash,verifiability,4
58a110a9-44d5-49c0-b073-522df3ec04d0,gemini-3.1-pro,gpt-5.5,accuracy,3
58a110a9-44d5-49c0-b073-522df3ec04d0,gemini-3.1-pro,gpt-5.5,clinical_utility,4
58a110a9-44d5-49c0-b073-522df3ec04d0,gemini-3.1-pro,gpt-5.5,source_quality,3
58a110a9-44d5-49c0-b073-522df3ec04d0,gemini-3.1-pro,gpt-5.5,completeness,4
58a110a9-44d5-49c0-b073-522df3ec04d0,gemini-3.1-pro,gpt-5.5,verifiability,2
58a110a9-44d5-49c0-b073-522df3ec04d0,gpt-5.5,gpt-5.5,accuracy,4
58a110a9-44d5-49c0-b073-522df3ec04d0,gpt-5.5,gpt-5.5,clinical_utility,4
58a110a9-44d5-49c0-b073-522df3ec04d0,gpt-5.5,gpt-5.5,source_quality,3
58a110a9-44d5-49c0-b073-522df3ec04d0,gpt-5.5,gpt-5.5,completeness,4
58a110a9-44d5-49c0-b073-522df3ec04d0,gpt-5.5,gpt-5.5,verifiability,3
58a110a9-44d5-49c0-b073-522df3ec04d0,openevidence,opus-4.8,accuracy,3
58a110a9-44d5-49c0-b073-522df3ec04d0,openevidence,opus-4.8,clinical_utility,4
58a110a9-44d5-49c0-b073-522df3ec04d0,openevidence,opus-4.8,source_quality,3
58a110a9-44d5-49c0-b073-522df3ec04d0,openevidence,opus-4.8,completeness,4
58a110a9-44d5-49c0-b073-522df3ec04d0,openevidence,opus-4.8,verifiability,2
58a110a9-44d5-49c0-b073-522df3ec04d0,gpt-5.5,gemini-3.5-flash,accuracy,4
58a110a9-44d5-49c0-b073-522df3ec04d0,gpt-5.5,gemini-3.5-flash,clinical_utility,4
58a110a9-44d5-49c0-b073-522df3ec04d0,gpt-5.5,gemini-3.5-flash,source_quality,3
58a110a9-44d5-49c0-b073-522df3ec04d0,gpt-5.5,gemini-3.5-flash,completeness,4
58a110a9-44d5-49c0-b073-522df3ec04d0,gpt-5.5,gemini-3.5-flash,verifiability,3
68edcc22-362b-46bd-bdb0-fd6078567592,claude-opus-4-8,opus-4.8,accuracy,4
68edcc22-362b-46bd-bdb0-fd6078567592,claude-opus-4-8,opus-4.8,clinical_utility,3
68edcc22-362b-46bd-bdb0-fd6078567592,claude-opus-4-8,opus-4.8,source_quality,4
68edcc22-362b-46bd-bdb0-fd6078567592,claude-opus-4-8,opus-4.8,completeness,4
68edcc22-362b-46bd-bdb0-fd6078567592,claude-opus-4-8,opus-4.8,verifiability,4
58a110a9-44d5-49c0-b073-522df3ec04d0,openevidence,grok-4.3,accuracy,4
58a110a9-44d5-49c0-b073-522df3ec04d0,openevidence,grok-4.3,clinical_utility,4
58a110a9-44d5-49c0-b073-522df3ec04d0,openevidence,grok-4.3,source_quality,2
58a110a9-44d5-49c0-b073-522df3ec04d0,openevidence,grok-4.3,completeness,3
58a110a9-44d5-49c0-b073-522df3ec04d0,openevidence,grok-4.3,verifiability,2
58a110a9-44d5-49c0-b073-522df3ec04d0,openevidence,gemini-3.5-flash,accuracy,4
58a110a9-44d5-49c0-b073-522df3ec04d0,openevidence,gemini-3.5-flash,clinical_utility,4
58a110a9-44d5-49c0-b073-522df3ec04d0,openevidence,gemini-3.5-flash,source_quality,3
58a110a9-44d5-49c0-b073-522df3ec04d0,openevidence,gemini-3.5-flash,completeness,4
58a110a9-44d5-49c0-b073-522df3ec04d0,openevidence,gemini-3.5-flash,verifiability,3
58a110a9-44d5-49c0-b073-522df3ec04d0,gpt-5.5,grok-4.3,accuracy,4
58a110a9-44d5-49c0-b073-522df3ec04d0,gpt-5.5,grok-4.3,clinical_utility,4
58a110a9-44d5-49c0-b073-522df3ec04d0,gpt-5.5,grok-4.3,source_quality,2
58a110a9-44d5-49c0-b073-522df3ec04d0,gpt-5.5,grok-4.3,completeness,4
58a110a9-44d5-49c0-b073-522df3ec04d0,gpt-5.5,grok-4.3,verifiability,2
58a110a9-44d5-49c0-b073-522df3ec04d0,openevidence,gpt-5.5,accuracy,3
58a110a9-44d5-49c0-b073-522df3ec04d0,openevidence,gpt-5.5,clinical_utility,3
58a110a9-44d5-49c0-b073-522df3ec04d0,openevidence,gpt-5.5,source_quality,2
58a110a9-44d5-49c0-b073-522df3ec04d0,openevidence,gpt-5.5,completeness,3
58a110a9-44d5-49c0-b073-522df3ec04d0,openevidence,gpt-5.5,verifiability,2
68edcc22-362b-46bd-bdb0-fd6078567592,claude-opus-4-8,gemini-3.5-flash,accuracy,4
68edcc22-362b-46bd-bdb0-fd6078567592,claude-opus-4-8,gemini-3.5-flash,clinical_utility,4
68edcc22-362b-46bd-bdb0-fd6078567592,claude-opus-4-8,gemini-3.5-flash,source_quality,4
68edcc22-362b-46bd-bdb0-fd6078567592,claude-opus-4-8,gemini-3.5-flash,completeness,4
68edcc22-362b-46bd-bdb0-fd6078567592,claude-opus-4-8,gemini-3.5-flash,verifiability,4
68edcc22-362b-46bd-bdb0-fd6078567592,claude-opus-4-8,grok-4.3,accuracy,4
68edcc22-362b-46bd-bdb0-fd6078567592,claude-opus-4-8,grok-4.3,clinical_utility,3
68edcc22-362b-46bd-bdb0-fd6078567592,claude-opus-4-8,grok-4.3,source_quality,4
68edcc22-362b-46bd-bdb0-fd6078567592,claude-opus-4-8,grok-4.3,completeness,4
68edcc22-362b-46bd-bdb0-fd6078567592,claude-opus-4-8,grok-4.3,verifiability,4
68edcc22-362b-46bd-bdb0-fd6078567592,gemini-3.1-pro,opus-4.8,accuracy,3
68edcc22-362b-46bd-bdb0-fd6078567592,gemini-3.1-pro,opus-4.8,clinical_utility,3
68edcc22-362b-46bd-bdb0-fd6078567592,gemini-3.1-pro,opus-4.8,source_quality,3
68edcc22-362b-46bd-bdb0-fd6078567592,gemini-3.1-pro,opus-4.8,completeness,3
68edcc22-362b-46bd-bdb0-fd6078567592,gemini-3.1-pro,opus-4.8,verifiability,3
68edcc22-362b-46bd-bdb0-fd6078567592,gemini-3.1-pro,gemini-3.5-flash,accuracy,4
68edcc22-362b-46bd-bdb0-fd6078567592,gemini-3.1-pro,gemini-3.5-flash,clinical_utility,4
68edcc22-362b-46bd-bdb0-fd6078567592,gemini-3.1-pro,gemini-3.5-flash,source_quality,4
68edcc22-362b-46bd-bdb0-fd6078567592,gemini-3.1-pro,gemini-3.5-flash,completeness,4
68edcc22-362b-46bd-bdb0-fd6078567592,gemini-3.1-pro,gemini-3.5-flash,verifiability,4
68edcc22-362b-46bd-bdb0-fd6078567592,gemini-3.1-pro,grok-4.3,accuracy,4
68edcc22-362b-46bd-bdb0-fd6078567592,gemini-3.1-pro,grok-4.3,clinical_utility,3
68edcc22-362b-46bd-bdb0-fd6078567592,gemini-3.1-pro,grok-4.3,source_quality,4
68edcc22-362b-46bd-bdb0-fd6078567592,gemini-3.1-pro,grok-4.3,completeness,4
68edcc22-362b-46bd-bdb0-fd6078567592,gemini-3.1-pro,grok-4.3,verifiability,4
68edcc22-362b-46bd-bdb0-fd6078567592,gpt-5.5,opus-4.8,accuracy,3
68edcc22-362b-46bd-bdb0-fd6078567592,gpt-5.5,opus-4.8,clinical_utility,3
68edcc22-362b-46bd-bdb0-fd6078567592,gpt-5.5,opus-4.8,source_quality,3
68edcc22-362b-46bd-bdb0-fd6078567592,gpt-5.5,opus-4.8,completeness,3
68edcc22-362b-46bd-bdb0-fd6078567592,gpt-5.5,opus-4.8,verifiability,3
68edcc22-362b-46bd-bdb0-fd6078567592,gpt-5.5,gemini-3.5-flash,accuracy,4
68edcc22-362b-46bd-bdb0-fd6078567592,gpt-5.5,gemini-3.5-flash,clinical_utility,4
68edcc22-362b-46bd-bdb0-fd6078567592,gpt-5.5,gemini-3.5-flash,source_quality,4
68edcc22-362b-46bd-bdb0-fd6078567592,gpt-5.5,gemini-3.5-flash,completeness,4
68edcc22-362b-46bd-bdb0-fd6078567592,gpt-5.5,gemini-3.5-flash,verifiability,4
68edcc22-362b-46bd-bdb0-fd6078567592,gpt-5.5,grok-4.3,accuracy,4
68edcc22-362b-46bd-bdb0-fd6078567592,gpt-5.5,grok-4.3,clinical_utility,3
68edcc22-362b-46bd-bdb0-fd6078567592,gpt-5.5,grok-4.3,source_quality,4
68edcc22-362b-46bd-bdb0-fd6078567592,gpt-5.5,grok-4.3,completeness,4
68edcc22-362b-46bd-bdb0-fd6078567592,gpt-5.5,grok-4.3,verifiability,4
68edcc22-362b-46bd-bdb0-fd6078567592,claude-opus-4-8,gpt-5.5,accuracy,4
68edcc22-362b-46bd-bdb0-fd6078567592,claude-opus-4-8,gpt-5.5,clinical_utility,4
68edcc22-362b-46bd-bdb0-fd6078567592,claude-opus-4-8,gpt-5.5,source_quality,4
68edcc22-362b-46bd-bdb0-fd6078567592,claude-opus-4-8,gpt-5.5,completeness,4
68edcc22-362b-46bd-bdb0-fd6078567592,claude-opus-4-8,gpt-5.5,verifiability,4
68edcc22-362b-46bd-bdb0-fd6078567592,gpt-5.5,gpt-5.5,accuracy,4
68edcc22-362b-46bd-bdb0-fd6078567592,gpt-5.5,gpt-5.5,clinical_utility,4
68edcc22-362b-46bd-bdb0-fd6078567592,gpt-5.5,gpt-5.5,source_quality,4
68edcc22-362b-46bd-bdb0-fd6078567592,gpt-5.5,gpt-5.5,completeness,3
68edcc22-362b-46bd-bdb0-fd6078567592,gpt-5.5,gpt-5.5,verifiability,3
68edcc22-362b-46bd-bdb0-fd6078567592,openevidence,opus-4.8,accuracy,3
68edcc22-362b-46bd-bdb0-fd6078567592,openevidence,opus-4.8,clinical_utility,3
68edcc22-362b-46bd-bdb0-fd6078567592,openevidence,opus-4.8,source_quality,3
68edcc22-362b-46bd-bdb0-fd6078567592,openevidence,opus-4.8,completeness,3
68edcc22-362b-46bd-bdb0-fd6078567592,openevidence,opus-4.8,verifiability,3
68edcc22-362b-46bd-bdb0-fd6078567592,openevidence,gemini-3.5-flash,accuracy,4
68edcc22-362b-46bd-bdb0-fd6078567592,openevidence,gemini-3.5-flash,clinical_utility,4
68edcc22-362b-46bd-bdb0-fd6078567592,openevidence,gemini-3.5-flash,source_quality,4
68edcc22-362b-46bd-bdb0-fd6078567592,openevidence,gemini-3.5-flash,completeness,4
68edcc22-362b-46bd-bdb0-fd6078567592,openevidence,gemini-3.5-flash,verifiability,4
76ec2dc6-7747-4627-a15a-b7ac82970520,claude-opus-4-8,opus-4.8,accuracy,4
76ec2dc6-7747-4627-a15a-b7ac82970520,claude-opus-4-8,opus-4.8,clinical_utility,4
76ec2dc6-7747-4627-a15a-b7ac82970520,claude-opus-4-8,opus-4.8,source_quality,3
76ec2dc6-7747-4627-a15a-b7ac82970520,claude-opus-4-8,opus-4.8,completeness,4
76ec2dc6-7747-4627-a15a-b7ac82970520,claude-opus-4-8,opus-4.8,verifiability,3
76ec2dc6-7747-4627-a15a-b7ac82970520,claude-opus-4-8,gpt-5.5,accuracy,3
76ec2dc6-7747-4627-a15a-b7ac82970520,claude-opus-4-8,gpt-5.5,clinical_utility,4
76ec2dc6-7747-4627-a15a-b7ac82970520,claude-opus-4-8,gpt-5.5,source_quality,3
76ec2dc6-7747-4627-a15a-b7ac82970520,claude-opus-4-8,gpt-5.5,completeness,4
76ec2dc6-7747-4627-a15a-b7ac82970520,claude-opus-4-8,gpt-5.5,verifiability,2
68edcc22-362b-46bd-bdb0-fd6078567592,gemini-3.1-pro,gpt-5.5,accuracy,3
68edcc22-362b-46bd-bdb0-fd6078567592,gemini-3.1-pro,gpt-5.5,clinical_utility,3
68edcc22-362b-46bd-bdb0-fd6078567592,gemini-3.1-pro,gpt-5.5,source_quality,4
68edcc22-362b-46bd-bdb0-fd6078567592,gemini-3.1-pro,gpt-5.5,completeness,3
68edcc22-362b-46bd-bdb0-fd6078567592,gemini-3.1-pro,gpt-5.5,verifiability,4
76ec2dc6-7747-4627-a15a-b7ac82970520,claude-opus-4-8,gemini-3.5-flash,accuracy,4
76ec2dc6-7747-4627-a15a-b7ac82970520,claude-opus-4-8,gemini-3.5-flash,clinical_utility,4
76ec2dc6-7747-4627-a15a-b7ac82970520,claude-opus-4-8,gemini-3.5-flash,source_quality,4
76ec2dc6-7747-4627-a15a-b7ac82970520,claude-opus-4-8,gemini-3.5-flash,completeness,4
76ec2dc6-7747-4627-a15a-b7ac82970520,claude-opus-4-8,gemini-3.5-flash,verifiability,4
76ec2dc6-7747-4627-a15a-b7ac82970520,gemini-3.1-pro,opus-4.8,accuracy,4
76ec2dc6-7747-4627-a15a-b7ac82970520,gemini-3.1-pro,opus-4.8,clinical_utility,4
76ec2dc6-7747-4627-a15a-b7ac82970520,gemini-3.1-pro,opus-4.8,source_quality,3
76ec2dc6-7747-4627-a15a-b7ac82970520,gemini-3.1-pro,opus-4.8,completeness,4
76ec2dc6-7747-4627-a15a-b7ac82970520,gemini-3.1-pro,opus-4.8,verifiability,3
76ec2dc6-7747-4627-a15a-b7ac82970520,claude-opus-4-8,grok-4.3,accuracy,3
76ec2dc6-7747-4627-a15a-b7ac82970520,claude-opus-4-8,grok-4.3,clinical_utility,4
76ec2dc6-7747-4627-a15a-b7ac82970520,claude-opus-4-8,grok-4.3,source_quality,2
76ec2dc6-7747-4627-a15a-b7ac82970520,claude-opus-4-8,grok-4.3,completeness,4
76ec2dc6-7747-4627-a15a-b7ac82970520,claude-opus-4-8,grok-4.3,verifiability,2
68edcc22-362b-46bd-bdb0-fd6078567592,openevidence,grok-4.3,accuracy,3
68edcc22-362b-46bd-bdb0-fd6078567592,openevidence,grok-4.3,clinical_utility,4
68edcc22-362b-46bd-bdb0-fd6078567592,openevidence,grok-4.3,source_quality,4
68edcc22-362b-46bd-bdb0-fd6078567592,openevidence,grok-4.3,completeness,3
68edcc22-362b-46bd-bdb0-fd6078567592,openevidence,grok-4.3,verifiability,3
76ec2dc6-7747-4627-a15a-b7ac82970520,gpt-5.5,opus-4.8,accuracy,4
76ec2dc6-7747-4627-a15a-b7ac82970520,gpt-5.5,opus-4.8,clinical_utility,4
76ec2dc6-7747-4627-a15a-b7ac82970520,gpt-5.5,opus-4.8,source_quality,3
76ec2dc6-7747-4627-a15a-b7ac82970520,gpt-5.5,opus-4.8,completeness,4
76ec2dc6-7747-4627-a15a-b7ac82970520,gpt-5.5,opus-4.8,verifiability,3
76ec2dc6-7747-4627-a15a-b7ac82970520,gemini-3.1-pro,gemini-3.5-flash,accuracy,4
76ec2dc6-7747-4627-a15a-b7ac82970520,gemini-3.1-pro,gemini-3.5-flash,clinical_utility,4
76ec2dc6-7747-4627-a15a-b7ac82970520,gemini-3.1-pro,gemini-3.5-flash,source_quality,4
76ec2dc6-7747-4627-a15a-b7ac82970520,gemini-3.1-pro,gemini-3.5-flash,completeness,4
76ec2dc6-7747-4627-a15a-b7ac82970520,gemini-3.1-pro,gemini-3.5-flash,verifiability,4
76ec2dc6-7747-4627-a15a-b7ac82970520,gpt-5.5,gemini-3.5-flash,accuracy,4
76ec2dc6-7747-4627-a15a-b7ac82970520,gpt-5.5,gemini-3.5-flash,clinical_utility,4
76ec2dc6-7747-4627-a15a-b7ac82970520,gpt-5.5,gemini-3.5-flash,source_quality,4
76ec2dc6-7747-4627-a15a-b7ac82970520,gpt-5.5,gemini-3.5-flash,completeness,4
76ec2dc6-7747-4627-a15a-b7ac82970520,gpt-5.5,gemini-3.5-flash,verifiability,4
76ec2dc6-7747-4627-a15a-b7ac82970520,gpt-5.5,gpt-5.5,accuracy,4
76ec2dc6-7747-4627-a15a-b7ac82970520,gpt-5.5,gpt-5.5,clinical_utility,4
76ec2dc6-7747-4627-a15a-b7ac82970520,gpt-5.5,gpt-5.5,source_quality,3
76ec2dc6-7747-4627-a15a-b7ac82970520,gpt-5.5,gpt-5.5,completeness,4
76ec2dc6-7747-4627-a15a-b7ac82970520,gpt-5.5,gpt-5.5,verifiability,3
76ec2dc6-7747-4627-a15a-b7ac82970520,gpt-5.5,grok-4.3,accuracy,4
76ec2dc6-7747-4627-a15a-b7ac82970520,gpt-5.5,grok-4.3,clinical_utility,4
76ec2dc6-7747-4627-a15a-b7ac82970520,gpt-5.5,grok-4.3,source_quality,3
76ec2dc6-7747-4627-a15a-b7ac82970520,gpt-5.5,grok-4.3,completeness,4
76ec2dc6-7747-4627-a15a-b7ac82970520,gpt-5.5,grok-4.3,verifiability,3
76ec2dc6-7747-4627-a15a-b7ac82970520,openevidence,opus-4.8,accuracy,4
76ec2dc6-7747-4627-a15a-b7ac82970520,openevidence,opus-4.8,clinical_utility,4
76ec2dc6-7747-4627-a15a-b7ac82970520,openevidence,opus-4.8,source_quality,3
76ec2dc6-7747-4627-a15a-b7ac82970520,openevidence,opus-4.8,completeness,4
76ec2dc6-7747-4627-a15a-b7ac82970520,openevidence,opus-4.8,verifiability,3
68edcc22-362b-46bd-bdb0-fd6078567592,openevidence,gpt-5.5,accuracy,3
68edcc22-362b-46bd-bdb0-fd6078567592,openevidence,gpt-5.5,clinical_utility,3
68edcc22-362b-46bd-bdb0-fd6078567592,openevidence,gpt-5.5,source_quality,3
68edcc22-362b-46bd-bdb0-fd6078567592,openevidence,gpt-5.5,completeness,3
68edcc22-362b-46bd-bdb0-fd6078567592,openevidence,gpt-5.5,verifiability,3
76ec2dc6-7747-4627-a15a-b7ac82970520,gemini-3.1-pro,grok-4.3,accuracy,3
76ec2dc6-7747-4627-a15a-b7ac82970520,gemini-3.1-pro,grok-4.3,clinical_utility,4
76ec2dc6-7747-4627-a15a-b7ac82970520,gemini-3.1-pro,grok-4.3,source_quality,3
76ec2dc6-7747-4627-a15a-b7ac82970520,gemini-3.1-pro,grok-4.3,completeness,4
76ec2dc6-7747-4627-a15a-b7ac82970520,gemini-3.1-pro,grok-4.3,verifiability,3
c9408057-7857-4467-b84c-886415cc707c,claude-opus-4-8,opus-4.8,accuracy,4
c9408057-7857-4467-b84c-886415cc707c,claude-opus-4-8,opus-4.8,clinical_utility,4
c9408057-7857-4467-b84c-886415cc707c,claude-opus-4-8,opus-4.8,source_quality,3
c9408057-7857-4467-b84c-886415cc707c,claude-opus-4-8,opus-4.8,completeness,4
c9408057-7857-4467-b84c-886415cc707c,claude-opus-4-8,opus-4.8,verifiability,3
c9408057-7857-4467-b84c-886415cc707c,claude-opus-4-8,gpt-5.5,accuracy,4
c9408057-7857-4467-b84c-886415cc707c,claude-opus-4-8,gpt-5.5,clinical_utility,4
c9408057-7857-4467-b84c-886415cc707c,claude-opus-4-8,gpt-5.5,source_quality,2
c9408057-7857-4467-b84c-886415cc707c,claude-opus-4-8,gpt-5.5,completeness,3
c9408057-7857-4467-b84c-886415cc707c,claude-opus-4-8,gpt-5.5,verifiability,2
c9408057-7857-4467-b84c-886415cc707c,claude-opus-4-8,grok-4.3,accuracy,4
c9408057-7857-4467-b84c-886415cc707c,claude-opus-4-8,grok-4.3,clinical_utility,4
c9408057-7857-4467-b84c-886415cc707c,claude-opus-4-8,grok-4.3,source_quality,2
c9408057-7857-4467-b84c-886415cc707c,claude-opus-4-8,grok-4.3,completeness,4
c9408057-7857-4467-b84c-886415cc707c,claude-opus-4-8,grok-4.3,verifiability,3
c9408057-7857-4467-b84c-886415cc707c,claude-opus-4-8,gemini-3.5-flash,accuracy,4
c9408057-7857-4467-b84c-886415cc707c,claude-opus-4-8,gemini-3.5-flash,clinical_utility,4
c9408057-7857-4467-b84c-886415cc707c,claude-opus-4-8,gemini-3.5-flash,source_quality,3
c9408057-7857-4467-b84c-886415cc707c,claude-opus-4-8,gemini-3.5-flash,completeness,4
c9408057-7857-4467-b84c-886415cc707c,claude-opus-4-8,gemini-3.5-flash,verifiability,3
76ec2dc6-7747-4627-a15a-b7ac82970520,openevidence,grok-4.3,accuracy,4
76ec2dc6-7747-4627-a15a-b7ac82970520,openevidence,grok-4.3,clinical_utility,4
76ec2dc6-7747-4627-a15a-b7ac82970520,openevidence,grok-4.3,source_quality,3
76ec2dc6-7747-4627-a15a-b7ac82970520,openevidence,grok-4.3,completeness,4
76ec2dc6-7747-4627-a15a-b7ac82970520,openevidence,grok-4.3,verifiability,2
c9408057-7857-4467-b84c-886415cc707c,gemini-3.1-pro,opus-4.8,accuracy,4
c9408057-7857-4467-b84c-886415cc707c,gemini-3.1-pro,opus-4.8,clinical_utility,4
c9408057-7857-4467-b84c-886415cc707c,gemini-3.1-pro,opus-4.8,source_quality,3
c9408057-7857-4467-b84c-886415cc707c,gemini-3.1-pro,opus-4.8,completeness,4
c9408057-7857-4467-b84c-886415cc707c,gemini-3.1-pro,opus-4.8,verifiability,3
c9408057-7857-4467-b84c-886415cc707c,gemini-3.1-pro,gemini-3.5-flash,accuracy,4
c9408057-7857-4467-b84c-886415cc707c,gemini-3.1-pro,gemini-3.5-flash,clinical_utility,4
c9408057-7857-4467-b84c-886415cc707c,gemini-3.1-pro,gemini-3.5-flash,source_quality,4
c9408057-7857-4467-b84c-886415cc707c,gemini-3.1-pro,gemini-3.5-flash,completeness,4
c9408057-7857-4467-b84c-886415cc707c,gemini-3.1-pro,gemini-3.5-flash,verifiability,4
c9408057-7857-4467-b84c-886415cc707c,gpt-5.5,opus-4.8,accuracy,4
c9408057-7857-4467-b84c-886415cc707c,gpt-5.5,opus-4.8,clinical_utility,4
c9408057-7857-4467-b84c-886415cc707c,gpt-5.5,opus-4.8,source_quality,3
c9408057-7857-4467-b84c-886415cc707c,gpt-5.5,opus-4.8,completeness,4
c9408057-7857-4467-b84c-886415cc707c,gpt-5.5,opus-4.8,verifiability,3
76ec2dc6-7747-4627-a15a-b7ac82970520,gemini-3.1-pro,gpt-5.5,accuracy,3
76ec2dc6-7747-4627-a15a-b7ac82970520,gemini-3.1-pro,gpt-5.5,clinical_utility,3
76ec2dc6-7747-4627-a15a-b7ac82970520,gemini-3.1-pro,gpt-5.5,source_quality,3
76ec2dc6-7747-4627-a15a-b7ac82970520,gemini-3.1-pro,gpt-5.5,completeness,3
76ec2dc6-7747-4627-a15a-b7ac82970520,gemini-3.1-pro,gpt-5.5,verifiability,3
c9408057-7857-4467-b84c-886415cc707c,gemini-3.1-pro,grok-4.3,accuracy,4
c9408057-7857-4467-b84c-886415cc707c,gemini-3.1-pro,grok-4.3,clinical_utility,4
c9408057-7857-4467-b84c-886415cc707c,gemini-3.1-pro,grok-4.3,source_quality,3
c9408057-7857-4467-b84c-886415cc707c,gemini-3.1-pro,grok-4.3,completeness,4
c9408057-7857-4467-b84c-886415cc707c,gemini-3.1-pro,grok-4.3,verifiability,3
c9408057-7857-4467-b84c-886415cc707c,gemini-3.1-pro,gpt-5.5,accuracy,4
c9408057-7857-4467-b84c-886415cc707c,gemini-3.1-pro,gpt-5.5,clinical_utility,4
c9408057-7857-4467-b84c-886415cc707c,gemini-3.1-pro,gpt-5.5,source_quality,3
c9408057-7857-4467-b84c-886415cc707c,gemini-3.1-pro,gpt-5.5,completeness,4
c9408057-7857-4467-b84c-886415cc707c,gemini-3.1-pro,gpt-5.5,verifiability,3
c9408057-7857-4467-b84c-886415cc707c,gpt-5.5,gpt-5.5,accuracy,4
c9408057-7857-4467-b84c-886415cc707c,gpt-5.5,gpt-5.5,clinical_utility,4
c9408057-7857-4467-b84c-886415cc707c,gpt-5.5,gpt-5.5,source_quality,3
c9408057-7857-4467-b84c-886415cc707c,gpt-5.5,gpt-5.5,completeness,4
c9408057-7857-4467-b84c-886415cc707c,gpt-5.5,gpt-5.5,verifiability,3
c9408057-7857-4467-b84c-886415cc707c,openevidence,opus-4.8,accuracy,3
c9408057-7857-4467-b84c-886415cc707c,openevidence,opus-4.8,clinical_utility,4
c9408057-7857-4467-b84c-886415cc707c,openevidence,opus-4.8,source_quality,2
c9408057-7857-4467-b84c-886415cc707c,openevidence,opus-4.8,completeness,4
